, 13898.48, 42930.87
7343.54, -3181.58, 58763.01
7343.54, -3181.58, 58763.01
7343.54, -3181.58, 58763.01
7343.54, -3181.58, 58763.01
7343.54, -3181.58, 58763.01
17854.54, -962.85, 49263.73
17854.54, -962.85, 49263.73
17854.54, -962.85, 49263.73
25888.19, 5107.27, 34757.07
25888.19, 5107.27, 34757.07
25888.19, 5107.27, 34757.07
25888.19, 5107.27, 34757.07
25888.19, 5107.27, 34757.07
25888.19, 5107.27, 34757.07
25888.19, 5107.27, 34757.07
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
28790.22, 11219.25, 17525.81
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 17080.06, 2577.33
27339.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
22809.21, 24406.06, 3019.15
14740.17, 29513.33, 22533.18
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
4441.51, 25871.26, 43372.70
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 55596.58
513.16, 15112.50, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 60603.96
2990.50, 5107.27, 58321.18
10422.52, 502.35, 58321.18
10422.52, 502.35, 58321.18
10422.52, 502.35, 58321.18
10422.52, 502.35, 58321.18
10422.52, 502.35, 58321.18
10422.52, 502.35, 58321.18
10422.52, 502.35, 58321.18
19305.55, 3181.58, 49263.73
19305.55, 3181.58, 49263.73
19305.55, 3181.58, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
25074.21, 12182.10, 32916.12
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
24224.84, 20010.46, 19808.59
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
18668.52, 26122.44, 13917.56
12262.83, 30266.86, 18409.46
12262.83, 30266.86, 18409.46
12262.83, 30266.86, 18409.46
6706.51, 34411.29, 6627.41
6706.51, 34411.29, 6627.41
6706.51, 34411.29, 6627.41
6706.51, 34411.29, 6627.41
6706.51, 34411.29, 6627.41
6706.51, 34411.29, 6627.41
6706.51, 34411.29, 6627.41
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
9183.85, 33657.76, -5154.65
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
15164.85, 30266.86, -9572.92
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
21747.50, 24657.24, -10014.75
24649.52, 21936.15, 4860.10
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 14149.65, 29749.70
25074.21, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
19907.19, 5358.45, 46097.30
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
15766.49, 1465.20, 56038.41
13713.84, 3181.58, 58763.01
13713.84, 3181.58, 58763.01
13713.84, 3181.58, 58763.01
13713.84, 3181.58, 58763.01
13713.84, 3181.58, 58763.01
13112.20, 17791.72, 46980.95
13112.20, 17791.72, 46980.95
13112.20, 17791.72, 46980.95
13112.20, 17791.72, 46980.95
13112.20, 17791.72, 46980.95
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
14952.51, 30978.54, 17967.64
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -16421.24
15766.49, 30015.69, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 20722.13, -42194.49
14740.17, 16828.88, -49042.81
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, -14580.29
15589.54, 31732.07, 23122.29
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 29513.33, 23858.67
15589.54, 18796.43, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
16191.18, 16326.52, 47422.78
15589.54, 3181.58, 59204.84
15589.54, 3181.58, 59204.84
15589.54, 3181.58, 59204.84
15589.54, 3181.58, 59204.84
15589.54, 3181.58, 59204.84
15589.54, 3181.58, 59204.84
13926.18, 502.35, 61929.43
13926.18, 502.35, 61929.43
13926.18, 502.35, 61929.43
13926.18, 502.35, 61929.43
13926.18, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
16828.21, 753.53, 59204.84
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
24224.84, 5107.27, 41973.58
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
28967.17, 7074.83, 24742.32
31055.21, 7577.18, 6627.41
31055.21, 7577.18, 6627.41
31055.21, 7577.18, 6627.41
29391.86, 8791.21, -8689.27
29391.86, 8791.21, -8689.27
29391.86, 8791.21, -8689.27
29391.86, 8791.21, -8689.27
29391.86, 8791.21, -8689.27
29391.86, 8791.21, -8689.27
29391.86, 8791.21, -8689.27
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
28153.19, 8288.85, -24079.58
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
26312.88, 7577.18, -33578.86
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
25675.85, 6572.47, -35861.63
27339.21, 6363.16, -25478.70
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 6363.16, 294.55
29816.54, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
25463.51, 7326.00, 27908.75
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
16403.52, 9251.70, 46980.95
4866.20, 10507.58, 58321.18
4866.20, 10507.58, 58321.18
4866.20, 10507.58, 58321.18
4866.20, 10507.58, 58321.18
4866.20, 10507.58, 58321.18
4866.20, 10507.58, 58321.18
-6706.51, 6823.65, 58321.18
-6706.51, 6823.65, 58321.18
-6706.51, 6823.65, 58321.18
-6706.51, 6823.65, 58321.18
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-15341.81, 5860.80, 50147.38
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-20084.14, 6111.98, 41973.58
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-24649.52, 3181.58, 30706.98
-25038.82, -0.00, 28866.04
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 962.85, 36082.55
-22561.48, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-14740.17, 3642.07, 47864.61
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
-3202.85, 7828.36, 56480.23
12262.83, 10507.58, 52430.15
12262.83, 10507.58, 52430.15
12262.83, 10507.58, 52430.15
12262.83, 10507.58, 52430.15
12262.83, 10507.58, 52430.15
12262.83, 10507.58, 52430.15
12262.83, 10507.58, 52430.15
23198.51, 8540.03, 40206.27
23198.51, 8540.03, 40206.27
23198.51, 8540.03, 40206.27
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
29179.51, 8288.85, 22533.18
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
30028.89, 8791.21, 5743.75
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
29391.86, 6823.65, -11855.69
26489.83, 7577.18, -28645.12
26489.83, 7577.18, -28645.12
26489.83, 7577.18, -28645.12
26489.83, 7577.18, -28645.12
25463.51, 9502.87, -29970.61
25463.51, 9502.87, -29970.61
25463.51, 9502.87, -29970.61
25463.51, 9502.87, -29970.61
25463.51, 9502.87, -29970.61
25463.51, 9502.87, -29970.61
25463.51, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 13647.30, -21354.98
25888.19, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
23410.85, 18294.08, -17746.72
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
16828.21, 23192.04, -25920.52
12085.88, 19256.93, -46318.21
12085.88, 19256.93, -46318.21
12085.88, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, 10716.90, -55375.67
9608.54, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
10847.21, -2679.23, -61266.70
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
13926.18, -10256.41, -59425.75
15766.49, -15866.03, -54492.01
15766.49, -15866.03, -54492.01
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -17540.55, -51325.59
17005.16, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -16577.70, -52209.24
18880.86, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, -8540.03, -55375.67
18066.88, 2218.73, -57658.44
15766.49, 2218.73, -57658.44
15766.49, 2218.73, -57658.44
15766.49, 2218.73, -57658.44
15766.49, 2218.73, -57658.44
15766.49, 2218.73, -57658.44
14952.51, 17582.41, -44919.09
14952.51, 17582.41, -44919.09
14952.51, 17582.41, -44919.09
14952.51, 17582.41, -44919.09
14952.51, 17582.41, -44919.09
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -24079.58
15377.20, 26834.11, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 26331.75, -6921.96
19305.55, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 21726.84, -5154.65
24649.52, 17080.06, -10014.75
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
27126.86, 14400.83, -17746.72
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 12433.28, -33137.04
23835.54, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19093.21, 9502.87, -48600.98
19907.19, 8540.03, -44477.27
19907.19, 8540.03, -44477.27
19907.19, 8540.03, -44477.27
19907.19, 8540.03, -44477.27
19907.19, 8540.03, -44477.27
26489.83, 4897.96, -28203.30
26489.83, 4897.96, -28203.30
26489.83, 4897.96, -28203.30
26489.83, 4897.96, -28203.30
26489.83, 4897.96, -28203.30
26489.83, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
29604.20, -251.18, -4712.82
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
27126.86, -1967.56, 22533.18
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
17429.85, 2679.22, 46539.12
6918.85, 8791.21, 55154.75
6918.85, 8791.21, 55154.75
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1150.19, 22187.33, 45655.47
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
1362.54, 33657.76, 19808.59
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
6104.87, 34620.61, 294.55
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
14563.21, 31480.89, -14138.47
20331.88, 27336.46, -17304.89
20331.88, 27336.46, -17304.89
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
24861.87, 20722.13, -13696.64
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, -6480.13
28153.19, 10968.08, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, 962.85, 7584.70
29604.20, -5609.63, 28424.21
24649.52, -5609.63, 28424.21
24649.52, -5609.63, 28424.21
24649.52, -5609.63, 28424.21
24649.52, -5609.63, 28424.21
13112.20, 753.53, 49705.55
13112.20, 753.53, 49705.55
13112.20, 753.53, 49705.55
13112.20, 753.53, 49705.55
13112.20, 753.53, 49705.55
13112.20, 11470.43, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 13186.81, 52430.15
3627.53, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-2565.82, 28048.13, 31148.81
-11625.80, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 34620.61, -1988.22
-4229.17, 33406.58, -14138.47
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
11024.16, 32946.09, -5596.48
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
19305.55, 29764.51, -10972.04
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 21224.48, -6480.13
26914.52, 10507.58, 4860.10
