.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 0.98
0.02, -0.00, 0.98
0.03, -0.01, 0.99
0.02, -0.01, 1.00
0.01, -0.00, 1.00
0.03, -0.01, 1.01
0.02, -0.01, 1.00
0.03, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.00, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.00, 1.00
0.02, -0.01, 1.02
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.01, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.00, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.01, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.00, 1.01
0.02, -0.01, 1.01
0.03, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.00, 1.01
0.02, -0.02, 1.00
0.02, -0.01, 1.00
0.02, -0.00, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.00, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 0.99
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.00, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, 0.00, 1.00
0.02, -0.00, 1.01
0.02, -0.01, 0.99
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.00, 1.01
0.02, -0.01, 1.00
0.03, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.01, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.01, 1.01
0.02, -0.00, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.00, 1.00
0.01, -0.01, 1.01
0.02, -0.00, 1.01
0.01, -0.00, 1.01
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.01, 1.00
0.02, -0.00, 0.99
0.01, -0.00, 1.01
0.02, -0.01, 1.00
0.03, -0.02, 1.04
0.24, 0.00, 1.01
0.05, -0.01, 1.01
0.03, -0.02, 1.01
0.12, -0.00, 1.03
0.12, -0.04, 1.04
0.48, 0.02, 1.04
0.35, -0.28, 0.80
0.35, -0.03, 0.92
0.36, -0.13, 1.27
-0.24, -0.17, 1.00
-0.20, -0.16, 1.04
-0.40, -0.68, 0.23
-0.26, 0.28, 1.11
-0.17, -0.67, 0.61
0.12, -0.10, 0.88
0.20, 0.13, 1.13
0.29, -0.03, 1.32
0.27, -0.28, 1.27
0.10, -0.55, 0.90
0.01, 0.05, 0.65
0.13, 0.27, 1.04
-0.15, -0.32, 0.69
-0.22, 0.05, 1.24
-0.04, 0.13, 1.14
-0.19, -0.08, 0.78
0.07, -0.39, 1.34
0.47, 0.10, 0.95
-0.13, -0.08, 2.02
0.26, 0.00, 0.39
-0.96, -0.27, 1.36
-0.13, -0.30, 1.16
-0.39, -0.38, 2.02
-0.32, -0.45, 1.83
-0.25, -0.11, 1.30
-0.25, -0.36, 1.18
-0.21, -0.13, 0.83
-0.18, 0.42, 0.99
-0.15, 0.44, 0.88
-0.14, 0.19, 0.88
-0.17, 0.32, 1.03
-0.19, 0.16, 1.15
-0.11, 0.06, 1.17
-0.09, -0.00, 1.12
-0.08, -0.04, 1.06
-0.09, -0.14, 1.00
-0.11, -0.24, 1.00
-0.19, -0.32, 0.99
-0.19, -0.43, 0.96
-0.10, -0.49, 0.93
-0.25, -0.38, 1.04
-0.19, -0.30, 1.09
-0.18, -0.22, 1.02
-0.06, -0.20, 0.77
0.04, -0.45, 0.92
