-24, -38, 979
-23, -47, 985
-24, -41, 986
-26, -37, 985
-25, -50, 981
-26, -40, 982
-28, -37, 981
-25, -34, 979
-23, -38, 985
-31, -46, 984
-18, -47, 981
-27, -39, 985
-29, -48, 978
-29, -40, 994
-25, -42, 977
-28, -36, 982
-31, -40, 989
-25, -43, 984
-29, -51, 976
-26, -46, 974
-24, -44, 979
-19, -43, 984
-30, -48, 984
-30, -38, 979
-23, -43, 983
-28, -43, 988
-26, -42, 984
-22, -48, 981
-23, -41, 980
-20, -39, 982
-31, -39, 988
-27, -37, 983
-25, -50, 980
-24, -40, 987
-29, -44, 985
-20, -47, 984
-30, -45, 983
-28, -39, 981
-34, -39, 987
-31, -39, 983
-25, -42, 982
-28, -43, 991
-23, -40, 982
-22, -42, 981
-25, -47, 981
-22, -47, 985
-27, -41, 986
-27, -42, 983
-29, -45, 980
-17, -40, 980
-25, -41, 982
-20, -39, 985
-28, -41, 986
-26, -41, 982
-27, -45, 981
-30, -43, 989
-30, -45, 988
-24, -41, 976
-23, -43, 980
-23, -44, 987
-27, -40, 987
-24, -40, 985
-30, -51, 982
-27, -46, 983
-24, -44, 979
-28, -41, 988
-30, -45, 985
-23, -42, 980
-19, -44, 979
-26, -44, 990
-21, -37, 988
-30, -39, 981
-28, -39, 987
-29, -44, 985
-23, -43, 983
-27, -40, 983
-30, -41, 982
-26, -40, 986
-28, -41, 984
-27, -40, 991
-26, -41, 982
-27, -39, 980
-27, -41, 986
-30, -41, 983
-24, -39, 986
-22, -42, 992
-28, -40, 982
-22, -44, 979
-26, -41, 982
-26, -38, 983
-31, -45, 983
-24, -41, 982
-27, -46, 986
-25, -38, 988
-23, -39, 986
-25, -44, 982
-24, -37, 986
-24, -38, 982
-24, -46, 981
-23, -39, 971
-15, -48, 974
-20, -50, 983
-24, -40, 981
-28, -46, 975
-29, -39, 981
-22, -38, 978
-32, -37, 983
-29, -44, 987
-21, -39, 983
-28, -41, 986
-26, -42, 991
-25, -39, 979
-22, -40, 998
-43, -13, 975
-20, -42, 974
-32, -53, 981
-19, -52, 984
-19, -40, 980
-31, -33, 990
-30, -40, 980
238, 1497, 866
6, 647, 784
71, 71, 946
-1, -584, 1221
-430, -288, 880
-344, -410, 936
-464, -243, 1317
-90, 82, 1435
-158, 6, 745
-246, 37, 1906
-133, -62, 87
208, -8, 1168
-126, -531, 563
69, -27, 785
-233, -47, 972
-48, -248, 612
34, 152, 702
257, -459, 752
391, -445, 1025
197, -544, 994
67, -345, 1128
-27, -508, 1222
-63, -233, 1082
-166, -299, 1082
-215, -300, 781
-320, -470, 866
-275, -482, 898
-127, -462, 888
7, -477, 860
-84, -265, 1148
-60, -602, 701
-155, -822, 929
-186, -751, 1112
-161, -966, 1152
-151, -969, 1176
-196, -654, 970
-13, -803, 967
-10, -861, 1266
4, -790, 998
166, -801, 972
295, -701, 807
315, -737, 920
544, -662, 661
556, -629, 681
491, -259, 627
515, -394, 554
565, -416, 183
911, -439, 91
865, -380, -26
685, -291, -27
698, -227, -56
766, -204, -10
746, -25, -83
791, 73, -175
817, 142, -70
635, 221, -621
744, -80, -491
435, 62, -698
444, 43, -1111
446, 102, -1034
363, 144, -972
347, 111, -888
367, 177, -975
541, 94, -1014
604, 65, -1069
771, 485, -1327
529, 8, -937
109, 198, -207
-30, 90, -364
-11, 47, -545
-305, -156, -605
-577, -225, -710
-612, -183, -923
-416, -86, -977
-354, 83, -944
-394, 113, -897
-438, 96, -897
-387, 47, -884
-341, -24, -822
-331, -28, -716
-329, -75, -616
-368, -155, -383
-494, -188, -635
-546, -342, -828
-454, -428, -966
-246, -406, -866
-96, -530, -1122
253, -456, -1163
81, -478, -1036
148, -546, -1042
155, -606, -1052
163, -714, -1081
195, -748, -1132
236, -718, -1087
249, -734, -930
205, -520, -706
97, -567, -586
285, -838, -343
487, -899, -501
546, -946, -459
507, -960, -395
417, -883, -281
267, -782, -102
172, -737, 50
264, -707, 231
532, -684, 299
657, -717, 353
701, -676, 335
687, -577, 385
700, -441, 458
581, -343, 529
570, -234, 572
704, -172, 598
834, -163, 612
991, -150, 627
1041, -67, 585
1023, 27, 550
929, 128, 507
837, 174, 448
810, 185, 359
786, 201, 289
739, 285, 223
953, 333, 116
988, 466, 110
973, 571, 52
977, 636, -256
947, 686, -70
926, 700, -176
909, 693, -238
894, 685, -305
823, 710, -375
526, 703, -521
760, 665, -588
727, 639, -686
705, 642, -776
638, 654, -827
630, 667, -851
674, 686, -1518
891, 476, -1352
400, 571, -517
200, 661, -518
194, 277, -797
156, 362, -904
58, 388, -856
-95, 360, -1033
-120, 381, -975
-33, 405, -843
-16, 374, -804
-87, 212, -855
-310, -725, -2000
-429, 414, -296
-279, 359, -283
-292, -188, -709
-417, -192, -843
-458, -169, -667
-757, -192, -526
-530, -313, -494
-481, -488, -438
-460, -482, -352
-445, -521, -374
-436, -591, -433
-496, -610, -489
-685, -539, -519
-636, -642, -532
-1017, -485, -709
-689, -340, -898
-866, -521, -1010
-851, -595, -723
-516, -655, -697
-585, -647, -569
-398, -612, -373
-391, -605, -363
-359, -591, -522
-305, -336, -177
-625, -828, -1276
-801, -704, -913
-564, -912, -970
-397, -910, -804
-170, -890, -801
-20, -838, -543
-154, -728, -596
-279, -654, -335
-170, -1103, 38
-105, -1048, 97
-20, -1073, -3
84, -1048, -79
113, -1031, -148
-242, -1276, -193
-93, -1196, 174
-44, -1141, 169
-178, -1004, 290
22, -819, 356
76, -787, 365
148, -899, 350
101, -842, 318
65, -904, 327
45, -865, 352
105, -873, 468
131, -808, 490
97, -750, 625
134, -758, 700
140, -798, 725
73, -815, 746
38, -835, 627
-26, -825, 546
-96, -839, 554
-74, -807, 595
-83, -731, 692
-53, -659, 733
-30, -612, 788
26, -655, 812
38, -704, 772
10, -730, 756
-29, -736, 767
-40, -732, 791
-55, -738, 822
-23, -728, 830
0, -689, 850
5, -646, 849
14, -584, 824
24, -578, 873
62, -599, 917
95, -629, 946
109, -606, 961
119, -572, 972
97, -564, 940
103, -548, 947
108, -504, 956
116, -431, 972
131, -378, 1045
142, -352, 1028
174, -273, 1045
234, -195, 1035
510, -155, 901
262, -56, 827
235, -16, 867
240, -51, 847
243, -103, 849
222, -184, 838
241, -221, 854
212, -192, 899
217, -70, 957
62, 220, 1167
212, 70, 1118
35, 70, 945
122, -76, 1063
100, -147, 954
97, -187, 1039
166, -267, 1086
63, -400, 1039
32, -486, 1030
17, -524, 1023
20, -547, 1000
-4, -537, 962
84, -519, 935
78, -698, 913
-243, -893, 927
-62, -908, 1051
-127, -870, 1077
-127, -780, 1053
-4, -841, 890
-41, -898, 692
-41, -920, 562
-34, -1266, 423
-112, -1066, 380
-79, -1132, 346
-124, -1113, 322
-75, -1008, 293
-144, -927, 138
-223, -763, -6
-146, -701, -209
-27, -912, -346
-102, -950, -425
-280, -994, -473
-377, -973, -481
-427, -873, -494
-408, -704, -464
-3, -661, -472
-211, -641, -475
-270, -580, -764
-333, -549, -583
-351, -477, -652
-354, -403, -693
-323, -310, -698
-288, -180, -700
-259, -179, -741
-280, -124, -755
-289, -108, -786
-245, -49, -767
-322, -73, -829
-281, 45, -876
-293, 175, -883
-414, 333, -846
-370, 273, -712
-265, 380, -774
-343, 360, -690
-346, 364, -693
-332, 334, -745
-358, 366, -781
-285, 490, -759
-378, 290, -546
-410, 465, -826
-310, 506, -765
121, 434, -1772
-385, 661, -1383
-250, 785, -904
-209, 838, -938
-194, 774, -810
69, 795, -1022
124, 767, -507
239, 491, -469
-36, 1013, -591
-405, 916, -663
-348, 1087, -700
-338, 1187, -995
-130, 1504, -1010
206, 1248, -366
61, 1096, -256
81, 981, -96
25, 971, -43
23, 960, -86
94, 912, -224
179, 901, -322
240, 907, -403
218, 903, -428
127, 935, -381
191, 643, -176
202, 589, -37
229, 592, 69
363, 664, 241
431, 697, 377
496, 686, 473
561, 641, 541
643, 612, 556
619, 557, 259
534, 671, 264
461, 536, 468
485, 504, 524
598, 367, 571
650, 241, 613
672, 112, 670
667, -5, 693
630, -32, 692
577, -33, 567
713, 102, 534
800, 161, 518
818, 107, 473
753, -48, 419
647, -206, 429
549, -384, 514
494, -485, 658
491, -473, 697
473, -429, 660
432, -405, 599
415, -324, 582
401, -292, 590
382, -331, 604
387, -529, 670
453, -835, 696
763, -555, 704
525, -601, 749
557, -520, 715
583, -467, 675
481, -511, 616
429, -726, 602
646, -671, 547
644, -642, 501
633, -709, 465
679, -825, 424
732, -840, 394
747, -770, 340
696, -829, 422
702, -885, 95
684, -854, 485
664, -886, 208
656, -914, 188
695, -855, 45
663, -845, -113
667, -786, -234
687, -784, -387
639, -815, -465
525, -782, -490
472, -705, -514
450, -645, -552
464, -612, -606
492, -578, -631
540, -523, -717
554, -508, -739
557, -480, -752
593, -419, -788
544, -368, -747
589, -322, -799
628, -282, -854
262, -233, -898
428, -185, -939
428, -160, -983
395, -102, -955
345, 225, -832
344, 106, -744
346, 234, -711
373, 332, -969
354, 280, -822
413, 395, -866
444, 752, -898
496, 527, -919
613, 517, -883
707, 546, -765
729, 587, -662
667, 619, -634
648, 702, -552
586, 815, -506
489, 959, -522
489, 986, -564
573, 928, -680
267, 832, -804
281, 735, -835
47, 521, -755
16, 589, -575
109, 756, -237
-165, 724, -165
29, 851, -100
124, 853, -124
155, 843, -57
126, 875, 53
102, 929, 68
45, 991, 39
61, 1059, 19
116, 1122, -44
129, 1145, -83
77, 1140, -95
-26, 1146, -127
-43, 1114, -1
-168, 1070, -316
-230, 1130, -295
-244, 1185, -415
-504, 1198, -451
-365, 1148, -484
-520, 1143, -355
-436, 1064, -634
-440, 994, -334
-332, 916, -590
-229, 809, -730
-328, 850, -815
-339, 858, -515
-282, 870, -504
-421, 520, -411
-535, 678, -361
-525, 547, -406
-485, 426, -380
-572, 391, -345
-697, 397, -394
-717, 369, -447
-599, 373, -525
-581, 335, -599
-553, 276, -668
-577, 223, -721
-584, 180, -808
-545, 72, -876
-511, -46, -896
-428, -486, -921
-439, -379, -944
-445, -502, -817
-498, -576, -726
-557, -513, -675
-531, -527, -600
-438, -638, -531
-335, -767, -496
-251, -897, -316
-174, -781, -296
-213, -801, -221
-340, -821, -125
-425, -830, -179
-361, -911, -270
-78, -938, -296
137, -976, -368
208, -948, -379
245, -838, -335
216, -745, -393
184, -712, -510
134, -968, -635
27, -1519, -984
-7, -1224, -1156
38, -970, -1074
210, -833, -833
347, -760, -636
408, -743, -766
463, -711, -608
738, -865, -355
456, -879, -149
378, -794, -129
429, -765, 43
384, -638, -200
553, -664, -611
671, -851, -700
666, -903, -654
581, -799, -445
569, -1009, -243
520, -794, 24
538, -721, 166
642, -564, 299
1016, -456, 209
937, -424, 64
1085, -411, 85
1092, -362, 16
1048, -404, 192
944, -396, 268
845, -478, 202
738, -500, 504
695, -469, 312
716, -340, 393
775, -223, 438
884, -33, 491
917, 69, 572
945, -17, 749
842, -134, 625
822, -184, 557
675, -285, 583
576, -172, 556
481, -22, 594
568, 23, 570
648, 44, 551
666, 49, 578
630, 248, 632
577, -37, 635
549, 246, 749
260, 126, 797
517, 9, 789
557, 294, 852
587, 250, 873
562, 231, 922
523, 156, 950
466, 122, 962
430, 71, 937
350, 70, 956
256, 133, 963
176, 160, 909
121, 144, 915
36, 104, 890
-72, 51, 879
-125, -37, 895
-142, -82, 857
-147, -103, 902
-145, -47, 962
-174, 9, 1006
-269, 2, 1088
-276, 1, 1064
-314, -19, 1087
-357, -99, 1069
-415, -110, 1043
-400, -85, 974
-388, -66, 899
-411, -45, 923
-424, -68, 967
-477, -87, 995
-561, -71, 942
-606, -68, 915
-607, -56, 907
-645, -91, 915
-695, -77, 917
-686, -87, 922
-688, -69, 910
-687, -74, 854
-672, -87, 779
-647, -92, 736
-627, -85, 741
-668, -41, 772
-730, -13, 811
-797, -6, 882
-825, 8, 958
-790, -17, 1036
-736, -50, 1133
-669, -129, 1111
-608, -180, 974
-550, -200, 822
-501, -187, 775
-454, -145, 787
-454, -152, 834
-402, -103, 859
-284, -133, 836
-157, -213, 873
-31, -241, 854
34, -273, 834
128, -255, 862
230, -216, 917
334, -121, 874
462, -150, 844
622, -166, 850
738, 21, 836
774, 247, 847
529, 69, 961
737, 52, 533
749, 46, 688
1023, 69, 601
804, 33, 461
854, -256, 361
942, -118, 247
1017, -85, 142
1053, -66, 112
1020, -23, 87
971, 6, 43
931, 12, 35
852, 39, -12
794, 46, -83
872, -9, -430
959, 46, -324
946, 100, -300
960, 109, -464
792, 105, -376
782, 183, -360
856, 236, -417
808, 230, -613
700, 174, -1010
629, 149, -846
590, 203, -938
572, 272, -967
531, 366, -922
558, 408, -851
604, 448, -806
624, 445, -755
585, 410, -735
523, 406, -787
458, 411, -858
359, 408, -875
254, 457, -887
155, 534, -879
65, 277, -953
72, 339, -914
64, 239, -737
-43, 230, -550
-187, 304, -307
-205, 211, -510
-463, 158, -655
-572, 178, -944
-495, 210, -920
-315, 341, -828
-272, 497, -698
-155, 189, -521
-239, 210, -490
-452, 249, -414
-530, 214, -363
-534, 188, -474
-459, 200, -639
-480, 273, -864
-459, 340, -1070
-536, 454, -971
-622, 536, -774
-584, 769, -599
-594, 929, -422
-583, 1014, -431
-462, 967, -760
-515, 971, -475
-324, 815, -741
-114, 923, -606
-263, 995, -457
-305, 1009, -409
-301, 1127, -196
-385, 1242, -157
-536, 1263, -497
-316, 1223, -359
9, 1204, -228
131, 1208, -230
166, 1215, -160
168, 1320, -256
146, 1256, -196
-256, 1208, -464
-116, 1077, -511
-204, 958, -587
-429, 549, -927
-356, 879, -1371
-515, 710, -804
-415, 545, -948
-342, 642, -1232
-367, 660, -1027
-384, 689, -1090
-330, 645, -927
-218, 260, -788
-94, 329, -737
-32, 130, -674
-17, -56, -604
-57, -148, -520
-425, -509, -773
-224, -472, -342
-160, -334, -59
-86, -585, -27
-62, -811, -29
-69, -874, -85
-48, -892, 155
-3, -921, -64
-27, -964, -29
-18, -947, -92
49, -852, -253
-903, -852, -604
-302, -712, -460
-329, -1034, -535
-233, -963, -654
-94, -861, -628
127, -833, -555
194, -877, -561
228, -524, -510
200, -673, 135
500, -892, -282
51, -1125, -854
22, -1274, -1278
-51, -1110, -736
182, -974, -486
330, -937, -266
279, -936, 8
378, -572, 421
731, -652, 869
535, -1139, 627
329, -1149, 499
276, -1135, 355
414, -1090, 508
315, -883, 330
286, -683, 438
33, -742, 625
263, -324, 739
300, -323, 873
305, -367, 962
314, -394, 1024
280, -414, 1019
181, -369, 964
90, -268, 874
63, -130, 717
47, -62, 652
31, -10, 701
47, 73, 531
12, 79, 899
17, 103, 982
11, 94, 1040
38, 100, 1054
51, 97, 1025
23, 148, 1001
18, 187, 972
17, 224, 978
48, 278, 959
48, 294, 1272
79, 332, 1113
104, 343, 1201
131, 311, 1256
178, 257, 1255
188, 184, 1212
207, 164, 1231
