timestamp(ms),Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,
"84.788","381","-129","-909","564","456","267",
"84.834","444","-139","-1056","588","545","261",
"84.88","236","-45","-875","588","545","261",
"84.926","263","-166","-932","665","646","261",
"84.973","351","-407","-906","665","646","261",
"85.019","271","-236","-988","718","687","286",
"85.065","282","-375","-976","718","687","286",
"85.112","238","-365","-897","718","687","286",
"85.159","236","-406","-962","765","758","286",
"85.205","213","-470","-922","765","758","286",
"85.251","142","-471","-866","789","812","255",
"85.297","137","-484","-873","789","812","255",
"85.343","115","-635","-879","825","865","224",
"85.388","24","-662","-781","825","865","224",
"85.434","-14","-603","-516","896","936","205",
"85.48","-24","-730","-732","896","936","205",
"85.527","-87","-695","-732","955","984","161",
"85.573","-199","-733","-619","955","984","161",
"85.619","-81","-802","-818","955","984","161",
"85.665","-270","-761","-550","1020","1019","143",
"85.711","-296","-846","-648","1020","1019","143",
"85.757","-390","-970","-480","1139","1061","62",
"85.804","-371","-689","-385","1139","1061","62",
"85.85","-405","-917","-364","1216","1096","-37",
"85.897","-429","-958","-378","1216","1096","-37",
"85.944","-469","-826","-348","1281","1108","-93",
"85.99","-491","-913","-265","1281","1108","-93",
"86.036","-521","-850","-239","1287","1102","-136",
"86.083","-542","-821","-280","1287","1102","-136",
"86.13","-572","-912","-138","1287","1108","-186",
"86.176","-541","-783","-324","1346","1108","-186",
"86.223","-580","-822","-115","1346","1108","-186",
"86.27","-654","-847","-290","1376","1061","-211",
"86.317","-620","-858","-257","1376","1061","-211",
"86.364","-681","-789","-112","1376","1031","-199",
"86.411","-627","-792","-88","1376","1031","-199",
"86.458","-714","-857","-62","1418","1055","-236",
"86.504","-679","-750","-67","1418","1055","-236",
"86.55","-712","-794","-18","1429","1037","-286",
"86.596","-726","-751","243","1429","1037","-286",
"86.642","-734","-713","0","1441","1037","-329",
"86.688","-746","-804","39","1441","1037","-329",
"86.734","-763","-650","102","1441","1037","-329",
"86.781","-770","-631","73","1447","1019","-361",
"86.827","-780","-671","137","1447","1019","-361",
"86.874","-781","-667","139","1459","1007","-417",
"86.921","-780","-615","169","1459","1007","-417",
"86.968","-805","-606","155","1501","984","-417",
"87.015","-844","-611","165","1501","984","-417",
"87.062","-875","-595","176","1495","954","-435",
"87.108","-822","-538","188","1495","954","-435",
"87.155","-834","-536","206","1536","948","-442",
"87.201","-834","-522","218","1536","948","-442",
"87.248","-898","-558","183","1536","924","-448",
"87.295","-932","-561","292","1542","924","-448",
"87.341","-934","-332","142","1542","924","-448",
"87.387","-898","-284","198","1554","901","-466",
"87.434","-889","-428","255","1554","901","-466",
"87.481","-926","-463","245","1584","836","-454",
"87.528","-943","-355","133","1584","836","-454",
"87.575","-938","-446","233","1578","836","-460",
"87.621","-976","-301","256","1578","836","-460",
"87.668","-997","-353","207","1625","735","-454",
"87.714","-1018","-338","142","1625","735","-454",
"87.761","-958","-28","119","1631","640","-454",
"87.807","-968","-73","220","1631","640","-454",
"87.853","-939","-141","164","1631","640","-454",
"87.899","-1073","59","101","1637","551","-435",
"87.945","-942","136","162","1637","551","-435",
"87.991","-979","388","129","1619","438","-417",
"88.037","-967","243","151","1619","438","-417",
"88.084","-875","319","147","1619","379","-442",
"88.13","-955","249","68","1619","379","-442",
"88.175","-843","329","165","1595","343","-404",
"88.222","-950","381","67","1595","343","-404",
"88.268","-946","270","156","1578","308","-410",
"88.314","-826","456","131","1578","308","-410",
"88.36","-895","298","158","1578","308","-410",
"88.407","-895","415","-12","1584","266","-373",
"88.453","-845","536","-247","1584","266","-373",
"88.499","-847","455","29","1554","225","-386",
"88.545","-812","390","27","1554","225","-386",
"88.592","-728","719","104","1560","189","-354",
"88.638","-851","515","-57","1560","189","-354",
"88.684","-791","739","216","1548","177","-417",
"88.731","-755","552","123","1548","177","-417",
"88.777","-802","599","38","1530","160","-398",
"88.823","-808","604","10","1530","160","-398",
"88.869","-799","613","106","1530","160","-398",
"88.916","-732","661","195","1566","171","-423",
"88.962","-738","660","110","1566","171","-423",
"89.008","-749","626","75","1518","118","-435",
"89.054","-680","674","62","1518","118","-435",
"89.1","-729","641","60","1530","94","-423",
"89.146","-762","608","56","1530","94","-423",
"89.192","-681","736","33","1507","88","-392",
"89.238","-617","698","20","1507","88","-392",
"89.284","-675","688","45","1495","59","-392",
"89.33","-591","716","-20","1495","59","-392",
"89.376","-634","661","-45","1495","59","-392",
"89.422","-577","831","-6","1471","41","-361",
"89.468","-520","783","-83","1471","41","-361",
"89.514","-535","794","-97","1418","0","-330",
"89.559","-414","845","-95","1418","0","-330",
"89.605","-475","838","-124","1382","-48","-323",
"89.652","-404","842","-138","1382","-48","-323",
"89.698","-454","793","-169","1376","-48","-305",
"89.744","-388","924","-181","1376","-48","-305",
"89.79","-261","882","-189","1376","-101","-267",
"89.836","-253","848","-198","1317","-101","-267",
"89.883","-226","929","-192","1317","-101","-267",
"89.93","-223","802","-6","1252","-119","-280",
"89.976","-129","974","-277","1252","-119","-280",
"90.023","-103","935","-249","1180","-149","-248",
"90.069","-49","929","-275","1180","-149","-248",
"90.116","-41","875","-318","1092","-172","-224",
"90.163","52","929","-300","1092","-172","-224",
"90.209","89","911","-315","1026","-196","-193",
"90.255","130","822","-308","1026","-196","-193",
"90.301","111","911","-348","961","-202","-168",
"90.348","108","932","-372","961","-202","-168",
"90.394","73","987","-395","961","-202","-168",
"90.44","179","849","-349","931","-196","-118",
"90.487","67","854","-408","931","-196","-118",
"90.534","145","848","-376","925","-196","-118",
"90.58","108","880","-381","925","-196","-118",
"90.627","142","818","-417","896","-178","-118",
"90.673","160","822","-388","896","-178","-118",
"90.719","182","861","-449","866","-184","-105",
"90.765","220","867","-424","866","-184","-105",
"90.812","255","808","-457","837","-155","-80",
"90.858","251","860","-455","837","-155","-80",
"90.904","258","745","-455","837","-155","-80",
"90.95","334","796","-435","771","-131","-74",
"90.996","391","788","-442","771","-131","-74",
"91.042","434","703","-462","676","-119","-24",
"91.088","405","682","-557","676","-119","-24",
"91.134","408","627","-543","635","-84","-12",
"91.181","557","674","-501","635","-84","-12",
"91.227","547","536","-572","558","-30","24",
"91.272","525","627","-553","558","-30","24",
"91.319","553","590","-666","540","29","62",
"91.366","494","583","-546","540","29","62",
"91.412","604","430","-553","540","29","62",
"91.457","592","539","-677","504","88","62",
"91.504","595","487","-571","504","88","62",
"91.55","639","358","-614","493","130","62",
"91.596","624","503","-663","493","130","62",
"91.642","656","207","-601","445","201","80",
"91.689","688","302","-610","445","201","80",
"91.735","675","167","-631","439","231","87",
"91.781","696","588","-569","439","231","87",
"91.827","762","232","-664","404","254","93",
"91.873","789","196","-539","404","254","93",
"91.919","772","367","-600","404","254","93",
"91.965","802","174","-587","368","284","37",
"92.012","778","265","-559","368","284","37",
"92.058","807","177","-647","338","314","56",
"92.103","834","180","-543","338","314","56",
"92.149","832","160","-524","315","361","56",
"92.195","854","262","-578","315","361","56",
"92.24","789","34","-473","291","397","43",
"92.287","899","-55","-582","291","397","43",
"92.332","849","110","-544","303","444","12",
"92.377","835","39","-509","303","444","12",
"92.423","872","-68","-353","303","444","12",
"92.468","841","12","-498","255","503","6",
"92.513","852","-2","-450","255","503","6",
"92.558","831","-11","-304","244","557","-12",
"92.604","879","-100","-371","244","557","-12",
"92.651","1220","-383","-389","202","616","-62",
"92.697","961","-256","-354","202","616","-62",
"92.744","902","-227","-170","172","664","-105",
"92.79","880","-243","-191","172","664","-105",
"92.836","964","-447","-203","172","664","-236",
"92.883","980","-365","-103","137","800","-236",
"92.929","895","-413","-108","137","800","-236",
"92.976","908","-546","-17","131","859","-274",
"93.022","916","-359","-30","131","859","-274",
"93.068","905","-494","-66","137","883","-311",
"93.115","904","-508","89","137","883","-311",
"93.161","857","-485","48","172","907","-367",
"93.207","844","-605","80","172","907","-367",
"93.253","834","-581","107","184","984","-423",
"93.3","791","-624","65","184","984","-423",
"93.346","737","-726","248","184","1240","-454",
"93.392","708","-797","234","267","1067","-454",
"93.439","573","-686","303","267","1067","-454",
"93.485","561","-823","227","321","1162","-516",
"93.531","521","-684","153","321","1162","-516",
"93.577","454","-833","360","398","1239","-628",
"93.623","438","-973","429","398","1239","-628",
"93.669","430","-959","469","451","1257","-660",
"93.716","361","-753","409","451","1257","-660",
"93.762","301","-918","425","540","1322","-703",
"93.808","291","-731","322","540","1322","-703",
"93.854","272","-958","491","540","1322","-741",
"93.9","180","-937","470","599","1340","-741",
"93.946","140","-846","427","599","1340","-741",
"93.992","167","-915","257","671","1351","-741",
"94.038","142","-771","458","671","1351","-741",
"94.085","101","-808","482","688","1357","-740",
"94.132","123","-963","419","688","1357","-740",
"94.178","22","-942","560","771","1375","-740",
"94.224","14","-849","463","771","1375","-740",
"94.271","15","-872","433","831","1363","-765",
"94.317","-15","-975","574","831","1363","-765",
"94.363","-256","-949","542","831","1363","-765",
"94.409","-66","-881","438","860","1363","-765",
"94.455","-113","-936","566","860","1363","-765",
"94.502","-93","-991","515","908","1334","-778",
"94.548","-144","-821","482","908","1334","-778",
"94.594","-153","-824","562","979","1310","-765",
"94.641","-100","-892","459","979","1310","-765",
"94.687","-138","-887","473","979","1298","-759",
"94.733","-243","-924","486","979","1298","-759",
"94.779","-286","-938","550","1026","1298","-759",
"94.826","-321","-882","529","1026","1298","-759",
"94.872","-284","-839","376","1026","1268","-734",
"94.918","-290","-1049","424","1056","1268","-734",
"94.965","-401","-759","489","1056","1268","-734",
"95.012","-270","-796","414","1062","1257","-728",
"95.059","-418","-924","524","1062","1257","-728",
"95.106","-376","-868","375","1103","1274","-716",
"95.152","-417","-936","506","1103","1274","-716",
"95.197","-411","-826","455","1115","1251","-697",
"95.244","-453","-867","565","1115","1251","-697",
"95.29","-422","-1060","667","1145","1257","-691",
"95.337","-465","-877","258","1145","1257","-691",
"95.382","-582","-560","422","1180","1221","-647",
"95.429","-526","-960","546","1180","1221","-647",
"95.475","-523","-751","371","1180","1221","-647",
"95.521","-602","-736","381","1210","1215","-616",
"95.568","-599","-796","395","1210","1215","-616",
"95.616","-616","-801","348","1246","1197","-610",
"95.662","-634","-809","385","1246","1197","-610",
"95.709","-613","-763","358","1246","1179","-610",
"95.756","-642","-673","339","1246","1179","-610",
"95.804","-624","-646","404","1281","1174","-622",
"95.85","-739","-712","390","1281","1174","-622",
"95.897","-671","-608","303","1275","1138","-641",
"95.943","-743","-703","464","1275","1138","-641",
"95.99","-668","-585","395","1531","1126","-641",
"96.036","-838","-593","338","1317","1126","-641",
"96.083","-699","-638","450","1317","1126","-641",
"96.129","-874","-763","283","1358","1108","-622",
"96.176","-764","-599","285","1358","1108","-622",
"96.223","-812","-576","416","1358","1073","-597",
"96.269","-866","-561","411","1358","1073","-597",
"96.316","-818","-520","194","1358","1091","-610",
"96.362","-800","-434","246","1358","1091","-610",
"96.409","-800","-527","276","1400","1049","-560",
"96.455","-898","-604","244","1400","1049","-560",
"96.502","-721","-477","222","1406","1037","-548",
"96.548","-1002","-497","134","1406","1037","-548",
"96.594","-856","-374","243","1406","1037","-548",
"96.641","-1031","-411","16","1441","1037","-516",
"96.687","-877","-402","76","1441","1037","-516",
"96.733","-1051","-350","1","1459","984","-467",
"96.78","-866","-262","-35","1459","984","-467",
"96.827","-968","-279","-112","1471","936","-392",
"96.874","-925","-320","-116","1471","936","-392",
"96.921","-1056","-195","-238","1477","895","-323",
"96.968","-927","-285","-285","1477","895","-323",
"97.014","-1032","-144","-334","1459","877","-261",
"97.061","-904","-185","-353","1459","877","-261",
"97.108","-942","-104","-329","1459","847","-230",
"97.155","-928","-198","-371","1453","847","-230",
"97.201","-812","-97","-345","1453","847","-230",
"97.247","-978","-169","-457","1447","830","-193",
"97.293","-884","-158","-423","1447","830","-193",
"97.339","-841","-46","-509","1418","812","-168",
"97.386","-829","-150","-507","1418","812","-168",
"97.432","-881","67","-599","1430","800","-118",
"97.479","-842","-32","-668","1430","800","-118",
"97.525","-725","46","-648","1382","770","-68",
"97.572","-777","-39","-687","1382","770","-68",
"97.619","-663","-44","-672","1358","741","-18",
"97.665","-792","62","-714","1358","741","-18",
"97.711","-739","86","-632","1358","741","-18",
"97.757","-663","111","-761","1317","711","12",
"97.804","-566","125","-701","1317","711","12",
"97.85","-571","139","-758","1329","675","43",
"97.897","-630","156","-801","1329","675","43",
"97.943","-441","104","-658","1275","604","93",
"97.99","-628","1","-844","1275","604","93",
"98.036","-578","137","-792","1246","533","118",
"98.082","-483","362","-751","1246","533","118",
"98.129","-429","318","-759","1210","486","124",
"98.175","-523","312","-933","1210","486","124",
"98.222","-422","234","-798","1210","486","124",
"98.268","-295","275","-775","1198","474","137",
"98.314","-394","315","-930","1198","474","137",
"98.36","-279","327","-858","1145","444","168",
"98.407","-450","321","-928","1145","444","168",
"98.454","-352","304","-888","1109","444","161",
"98.5","-315","325","-789","1109","444","161",
"98.545","-302","271","-942","1062","426","180",
"98.591","-193","375","-860","1062","426","180",
"98.637","-248","367","-838","1056","379","186",
"98.683","-181","375","-950","1056","379","186",
"98.729","-174","360","-802","1056","379","186",
"98.774","-169","440","-1028","1003","397","186",
"98.821","-65","328","-845","1003","397","186",
"98.867","-156","437","-892","985","373","174",
"98.913","-40","380","-993","985","373","174",
"98.959","-37","385","-814","955","361","186",
"99.005","-13","303","-896","955","361","186",
"99.051","-26","367","-917","920","391","199",
"99.098","-8","344","-902","920","391","199",
"99.144","-5","349","-973","896","403","193",
"99.19","24","354","-944","896","403","193",
"99.236","14","375","-962","896","403","193",
"99.282","83","365","-889","866","391","199",
"99.328","49","369","-923","866","391","199",
"99.374","101","376","-911","843","355","193",
"99.42","148","386","-824","843","355","193",
"99.467","157","374","-912","831","337","199",
"99.513","128","426","-991","831","337","199",
"99.559","220","397","-820","777","326","180",
"99.605","189","338","-975","777","326","180",
"99.651","245","323","-874","724","349","186",
"99.697","349","229","-792","724","349","186",
"99.743","199","327","-1009","724","349","186",
"99.79","317","335","-846","676","379","199",
"99.836","264","327","-937","676","379","199",
"99.882","375","327","-825","671","385","186",
"99.927","337","315","-937","671","385","186",
"99.972","356","341","-891","611","361","168",
"100.018","445","339","-790","611","361","168",
"100.064","340","335","-855","605","367","180",
"100.11","418","328","-809","605","367","180",
"100.157","460","372","-803","605","326","168",
"100.203","416","396","-827","605","326","168",
"100.25","500","465","-852","605","326","168",
"100.296","389","381","-839","564","302","149",
"100.342","434","408","-677","564","302","149",
"100.388","465","439","-729","528","272","118",
"100.435","459","461","-714","528","272","118",
"100.481","474","476","-686","487","254","93",
"100.527","464","488","-680","487","254","93",
"100.573","483","536","-680","487","237","74",
"100.62","552","494","-599","487","237","74",
"100.666","558","568","-681","457","207","37",
"100.712","561","475","-713","457","207","37",
"100.758","657","464","-490","457","207","37",
"100.805","609","539","-619","404","201","-18",
"100.852","559","525","-562","404","201","-18",
"100.898","646","469","-499","356","231","-24",
"100.945","637","531","-520","356","231","-24",
"100.991","733","514","-470","344","219","-74",
"101.038","696","766","-441","344","219","-74",
"101.084","724","506","-424","309","225","-99",
"101.131","814","749","-374","309","225","-99",
"101.177","771","279","-431","297","195","-137",
"101.224","775","446","-335","297","195","-137",
"101.27","802","452","-280","297","195","-137",
"101.317","791","441","-337","214","237","-180",
"101.364","873","385","-318","214","237","-180",
"101.411","894","289","-153","161","278","-249",
"101.457","843","435","-297","161","278","-249",
"101.503","890","323","-120","143","314","-292",
"101.549","935","365","-172","143","314","-292",
"101.595","881","279","-118","119","332","-336",
"101.642","919","285","-150","119","332","-336",
"101.689","918","353","-58","95","367","-404",
"101.736","958","283","-26","95","367","-404",
"101.782","928","231","9","95","367","-429",
"101.828","966","294","31","54","343","-429",
"101.875","930","247","64","54","343","-429",
"101.92","929","511","15","60","397","-510",
"101.967","962","254","160","60","397","-510",
"102.013","933","496","156","66","420","-510",
"102.06","986","167","129","66","420","-510",
"102.106","921","200","198","66","426","-585",
"102.153","853","176","224","66","426","-585",
"102.199","960","103","334","48","438","-641",
"102.246","923","186","218","48","438","-641",
"102.293","900","78","312","66","480","-654",
"102.339","944","91","332","66","480","-654",
"102.385","886","77","312","66","480","-654",
"102.431","941","38","414","54","504","-672",
"102.477","899","43","370","54","504","-672",
"102.523","893","18","362","60","545","-722",
"102.569","876","-41","417","60","545","-722",
"102.616","848","7","412","78","587","-765",
"102.663","872","-79","465","78","587","-765",
"102.71","872","-90","407","78","610","-765",
"102.756","873","-15","470","78","610","-765",
"102.803","861","-86","488","119","640","-790",
"102.849","870","-123","443","119","640","-790",
"102.895","795","-128","543","119","640","-790",
"102.942","881","-196","571","107","664","-828",
"102.99","756","-328","323","107","664","-828",
"103.037","746","-282","569","143","693","-853",
"103.084","784","-205","264","143","693","-853",
"103.131","746","-278","518","143","764","-896",
"103.177","791","-375","652","143","764","-896",
"103.224","742","-405","550","208","895","-878",
"103.271","715","-482","575","208","895","-878",
"103.317","726","-386","517","226","913","-902",
"103.364","665","-420","555","226","913","-902",
"103.411","673","-491","554","267","978","-853",
"103.458","652","-492","601","267","978","-853",
"103.505","676","-603","561","267","978","-853",
"103.552","646","-513","560","279","990","-853",
"103.599","557","-558","547","279","990","-853",
"103.646","611","-704","519","285","1019","-828",
"103.693","572","-683","461","285","1019","-828",
"103.739","596","-653","486","321","1067","-778",
"103.785","620","-773","420","321","1067","-778",
"103.832","561","-640","348","350","1114","-697",
"103.879","609","-625","364","350","1114","-697",
"103.925","575","-898","283","356","1138","-610",
"103.972","529","-767","274","356","1138","-610",
"104.019","580","-789","198","356","1168","-579",
"104.066","607","-912","225","362","1168","-579",
"104.113","562","-792","117","362","1168","-579",
"104.16","562","-849","136","374","1156","-517",
"104.206","548","-880","118","374","1156","-517",
"104.253","530","-945","52","410","1162","-448",
"104.3","500","-852","48","410","1162","-448",
"104.346","496","-971","66","433","1168","-423",
"104.393","431","-839","-8","433","1168","-423",
"104.44","484","-1042","35","499","1191","-373",
"104.487","365","-860","-8","499","1191","-373",
"104.534","360","-1002","48","540","1191","-355",
"104.581","368","-1046","-251","540","1191","-355",
"104.628","326","-945","-49","540","1191","-323",
"104.674","301","-937","-21","552","1191","-323",
"104.721","307","-1271","44","552","1191","-323",
"104.768","275","-981","-136","593","1203","-317",
"104.815","279","-969","-55","593","1203","-317",
"104.863","232","-1015","-76","593","1203","-330",
"104.909","284","-1007","-255","593","1203","-330",
"104.955","233","-953","-57","611","1221","-323",
"105.002","242","-970","-92","611","1221","-323",
"105.05","224","-1118","-37","629","1215","-317",
"105.097","236","-949","-205","629","1215","-317",
"105.144","201","-1014","-81","617","1185","-255",
"105.191","276","-1106","-286","617","1185","-255",
"105.238","243","-978","-269","617","1168","-186",
"105.285","168","-853","-205","641","1168","-186",
"105.331","141","-1035","-308","641","1168","-186",
"105.378","114","-1089","-298","665","1162","-180",
"105.425","146","-973","-302","665","1162","-180",
"105.473","115","-956","-276","676","1138","-143",
"105.521","95","-938","-386","676","1138","-143",
"105.568","114","-1016","-388","724","1138","-137",
"105.614","94","-938","-395","724","1138","-137",
"105.661","73","-979","-411","736","1102","-87",
"105.707","72","-945","-437","736","1102","-87",
"105.753","61","-880","-427","748","1055","-37",
"105.8","68","-928","-761","748","1055","-37",
"105.847","85","-932","-550","748","1055","-24",
"105.893","65","-930","-493","754","1061","-24",
"105.94","83","-901","-508","754","1061","-24",
"105.987","83","-834","-478","742","1031","-12",
"106.034","101","-917","-565","742","1031","-12",
"106.081","112","-914","-596","748","1013","0",
"106.128","62","-889","-659","748","1013","0",
"106.175","92","-876","-677","748","984","24",
"106.221","80","-769","-768","748","984","24",
"106.268","30","-815","-561","771","960","31",
"106.314","18","-1021","-661","771","960","31",
"106.361","84","-818","-694","754","919","74",
"106.407","72","-783","-725","754","919","74",
"106.453","81","-742","-706","754","919","74",
"106.5","27","-677","-816","742","877","93",
"106.546","-11","-710","-822","742","877","93",
"106.593","34","-682","-841","754","818","124",
"106.64","-40","-586","-811","754","818","124",
"106.687","-19","-624","-761","813","770","143",
"106.733","-107","-507","-841","813","770","143",
"106.78","-28","-563","-881","819","764","137",
"106.827","-99","-579","-901","819","764","137",
"106.874","-101","-526","-1008","819","705","143",
"106.921","-132","-417","-1058","819","705","143",
"106.968","-150","-423","-784","819","628","161",
"107.015","-164","-517","-746","819","628","161",
"107.062","-227","-515","-904","819","628","161",
"107.109","-188","-384","-989","872","634","168",
"107.156","-242","-312","-925","872","634","168",
"107.203","-270","-301","-906","866","598","174",
"107.25","-274","-88","-894","866","598","174",
"107.297","-304","-247","-986","902","527","168",
"107.344","-311","-106","-941","902","527","168",
"107.391","-264","-97","-912","884","456","168",
"107.438","-291","-84","-941","884","456","168",
"107.485","-263","-3","-947","902","415","155",
"107.532","-313","-32","-1062","902","415","155",
"107.579","-297","-12","-945","878","367","149",
"107.626","-347","36","-953","878","367","149",
"107.673","-330","60","-905","878","367","149",
"107.719","-374","54","-909","872","320","130",
"107.765","-310","171","-900","872","320","130",
"107.812","-359","108","-932","896","278","118",
"107.859","-330","207","-853","896","278","118",
"107.905","-344","286","-892","872","254","93",
"107.951","-345","66","-967","872","254","93",
"107.998","-388","197","-1158","896","183","99",
"108.044","-277","492","-649","896","183","99",
"108.091","-452","360","-798","884","112","37",
"108.138","-406","321","-524","884","112","37",
"108.185","-418","287","-820","884","112","68",
"108.231","-447","323","-795","926","154","68",
"108.278","-444","353","-819","926","154","68",
"108.325","-454","425","-796","931","130","37",
"108.371","-499","373","-791","931","130","37",
"108.417","-469","454","-711","955","71","-12",
"108.463","-515","392","-748","955","71","-12",
"108.51","-422","478","-663","937","5","-74",
"108.557","-482","482","-619","937","5","-74",
"108.604","-480","536","-674","943","-12","-74",
"108.651","-513","491","-638","943","-12","-74",
"108.698","-516","527","-579","979","-30","-112",
"108.744","-548","594","-503","979","-30","-112",
"108.79","-424","490","-515","979","-30","-112",
"108.837","-448","689","-560","949","-78","-174",
"108.884","-475","864","-690","949","-78","-174",
"108.931","-451","570","-673","908","-60","-180",
"108.977","-554","612","-553","908","-60","-180",
"109.024","-575","590","-485","991","-42","-130",
"109.071","-565","484","-589","991","-42","-130",
"109.118","-634","745","-288","1003","-48","-155",
"109.165","-571","496","-468","1003","-48","-155",
"109.213","-616","675","-483","1009","-48","-186",
"109.26","-551","647","-439","1009","-48","-186",
"109.307","-623","660","-381","997","-89","-249",
"109.354","-572","668","-416","997","-89","-249",
"109.401","-626","741","-397","997","-89","-249",
"109.449","-567","600","-257","1026","-101","-255",
"109.496","-624","676","-316","1026","-101","-255",
"109.543","-623","677","-248","1050","-95","-267",
"109.591","-678","624","-312","1050","-95","-267",
"109.638","-648","656","-249","1080","-78","-286",
"109.684","-663","648","-208","1080","-78","-286",
"109.731","-687","661","-198","1121","-107","-330",
"109.779","-669","604","-98","1121","-107","-330",
"109.825","-689","652","-144","1139","-107","-373",
"109.872","-742","603","-85","1139","-107","-373",
"109.919","-729","688","32","1163","-107","-423",
"109.966","-748","625","-14","1163","-107","-423",
"110.012","-731","674","3","1163","-107","-423",
"110.059","-741","601","94","1175","-107","-473",
"110.105","-695","671","192","1175","-107","-473",
"110.151","-664","588","111","1186","-95","-479",
"110.198","-665","605","205","1186","-95","-479",
"110.245","-641","601","255","1198","-119","-554",
"110.292","-749","739","144","1198","-119","-554",
"110.339","-659","604","316","1169","-125","-598",
"110.385","-567","759","484","1169","-125","-598",
"110.432","-492","719","733","1169","-113","-666",
"110.478","-522","635","621","1169","-113","-666",
"110.526","-521","621","501","1151","-107","-747",
"110.573","-504","621","646","1151","-107","-747",
"110.62","-395","493","593","1151","-107","-747",
"110.667","-473","890","1133","1109","-89","-772",
"110.715","-351","533","568","1109","-89","-772",
"110.761","-358","568","686","1127","-78","-841",
"110.807","-359","543","780","1127","-78","-841",
"110.853","-319","552","684","1074","-84","-853",
"110.899","-325","601","748","1074","-84","-853",
"110.945","-7","529","773","1068","-72","-890",
"110.992","-237","523","858","1068","-72","-890",
"111.039","-183","470","826","1038","-66","-940",
"111.087","-155","439","813","1038","-66","-940",
"111.133","-127","438","806","1038","-36","-977",
"111.18","-60","404","963","1009","-36","-977",
"111.227","-102","476","819","1009","-36","-977",
"111.273","-29","437","926","979","0","-1021",
"111.32","-13","368","818","979","0","-1021",
"111.367","61","360","884","943","29","-1046",
"111.414","56","392","1270","943","29","-1046",
"111.461","128","352","909","920","29","-1077",
"111.507","70","352","896","920","29","-1077",
"111.554","191","271","945","848","65","-1102",
"111.6","187","226","910","848","65","-1102",
"111.647","174","309","986","837","100","-1133",
"111.694","225","236","907","837","100","-1133",
"111.742","189","344","747","837","100","-1127",
"111.788","279","287","1062","795","118","-1127",
"111.834","317","126","1062","795","118","-1127",
"111.881","260","231","802","765","118","-1146",
"111.928","500","226","798","765","118","-1146",
"111.975","283","245","958","765","154","-1152",
"112.022","305","231","890","765","154","-1152",
"112.068","322","330","774","760","136","-1158",
"112.115","339","224","959","760","136","-1158",
"112.163","358","214","1083","760","148","-1146",
"112.21","350","113","752","760","148","-1146",
"112.256","376","266","799","730","160","-1152",
"112.303","416","264","815","730","160","-1152",
"112.35","452","174","867","730","160","-1152",
"112.397","501","64","919","706","142","-1152",
"112.444","541","158","690","706","142","-1152",
"112.49","492","241","779","653","183","-1164",
"112.537","554","240","705","653","183","-1164",
"112.583","625","256","994","588","201","-1140",
"112.63","673","180","892","588","201","-1140",
"112.677","691","175","705","534","219","-1115",
"112.724","675","178","678","534","219","-1115",
"112.77","711","169","461","499","243","-1102",
"112.816","735","186","703","499","243","-1102",
"112.863","754","210","663","475","237","-1096",
"112.91","811","60","370","475","237","-1096",
"112.956","793","209","530","475","237","-1096",
"113.003","872","120","613","445","284","-1071",
"113.05","876","115","302","445","284","-1071",
"113.097","949","28","541","350","355","-996",
"113.143","953","-28","140","350","355","-996",
"113.19","903","154","484","285","385","-940",
"113.236","973","41","208","285","385","-940",
"113.282","961","71","149","255","421","-872",
"113.329","1016","-27","304","255","421","-872",
"113.375","956","107","286","220","456","-791",
"113.422","956","-19","27","220","456","-791",
"113.469","964","-5","98","220","456","-766",
"113.516","987","-102","180","178","450","-766",
"113.562","951","101","185","178","450","-766",
"113.61","1011","-35","-36","167","468","-691",
"113.657","979","-183","24","167","468","-691",
"113.704","995","-23","109","155","486","-678",
"113.75","1037","105","-67","155","486","-678",
"113.798","1020","-164","-13","155","468","-647",
"113.845","977","-78","-140","155","468","-647",
"113.891","968","-52","-75","149","486","-591",
"113.938","1086","-90","-357","149","486","-591",
"113.985","1063","-96","-234","119","474","-510",
"114.031","993","38","-53","119","474","-510",
"114.078","857","-30","-226","119","474","-386",
"114.125","907","-195","-471","143","486","-386",
"114.172","921","-55","-315","143","486","-386",
"114.218","871","-159","-415","143","462","-305",
"114.265","922","-159","-348","143","462","-305",
"114.313","835","-37","-429","178","480","-236",
"114.36","886","-81","-572","178","480","-236",
"114.406","874","-171","-562","202","480","-217",
"114.453","874","-177","-768","202","480","-217",
"114.501","839","-155","-571","232","498","-193",
"114.547","824","-189","-552","232","498","-193",
"114.593","784","-194","-576","208","515","-149",
"114.64","778","-165","-555","208","515","-149",
"114.687","750","-276","-581","208","515","-161",
"114.734","817","-222","-563","220","527","-161",
"114.781","825","-223","-597","220","527","-161",
"114.828","781","-303","-713","232","551","-137",
"114.875","760","-333","-531","232","551","-137",
"114.921","741","-283","-596","261","533","-118",
"114.968","700","-285","-621","261","533","-118",
"115.015","741","-290","-624","279","592","-87",
"115.062","676","-309","-602","279","592","-87",
"115.109","715","-429","-715","297","604","-105",
"115.156","720","-502","-618","297","604","-105",
"115.202","691","-391","-632","303","681","-80",
"115.249","669","-477","-597","303","681","-80",
"115.295","660","-421","-582","303","681","-80",
"115.342","615","-641","-749","291","693","-68",
"115.388","632","-456","-544","291","693","-68",
"115.435","619","-460","-560","309","711","-87",
