timestamp(ms),Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z
26.076,-0.68819,0.742468,0.339978,52215.914062,5240.689941,-39003.332031
26.127,-0.693347,0.654549,0.225501,52215.914062,5197.459961,-39120.777344
26.178,-0.778958,0.298923,0.224514,52741.660156,4981.310059,-43348.761719
26.228,-0.723259,0.625901,0.234383,52741.660156,4938.080078,-43466.203125
26.279,-0.820217,0.607132,0.090299,54056.019531,3943.790039,-46284.859375
26.33,-0.791336,0.583424,0.180105,54056.019531,3900.559814,-46402.304688
26.381,-0.758329,0.460931,0.068588,55589.4375,2949.5,-46989.523438
26.431,-0.800619,0.574533,0.145564,55545.628906,2949.5,-47106.96875
26.482,-0.800619,0.610096,0.15642,55326.566406,2171.359863,-51334.953125
26.533,-0.872821,0.539959,0.091286,55326.566406,2171.359863,-51452.394531
26.584,-0.820217,0.511311,0.098194,56378.054688,355.699951,-52979.167969
26.636,-0.88623,0.800751,0.049837,56378.054688,355.699951,-58733.925781
26.688,-0.889324,0.495505,0.015297,56640.925781,-422.439941,-58851.367188
26.739,-0.833626,0.463894,0.028126,56640.925781,-1416.72998,-63079.351562
26.79,-0.939866,0.508347,-0.038982,56640.925781,-1416.72998,-63196.796875
26.841,-0.837751,0.395732,0.257081,56640.925781,-2713.629883,-68246.890625
26.892,-0.873852,0.412526,-0.053785,56903.800781,-2713.629883,-68364.328125
26.942,-0.837751,0.451052,-0.0301,56903.800781,-3232.390137,-70360.882812
26.993,-0.907891,0.485627,-0.218593,57692.414062,-3232.390137,-70478.328125
27.045,-0.905828,0.418453,-0.103128,57648.601562,-3751.149902,-74001.640625
27.096,-0.913048,0.469821,-0.131748,56903.800781,-3751.149902,-74119.085938
27.147,-0.945023,0.319668,-0.17221,57429.542969,-5264.199707,-78464.515625
27.198,-0.941929,0.350291,-0.20379,57385.730469,-5264.199707,-78581.960938
27.249,-0.946055,0.34634,-0.227475,56640.925781,-7079.859863,-82809.945312
27.3,-0.885199,0.327571,-0.196881,56640.925781,-7079.859863,-82927.390625
27.351,-0.924394,0.334486,-0.25116,56903.800781,-7814.77002,-84336.71875
27.402,-0.860444,0.299911,-0.257081,56859.988281,-7814.77002,-84454.15625
27.453,-0.92852,0.34634,-0.286687,56378.054688,-8074.149902,-87977.484375
27.504,-0.925425,0.218907,-0.41202,56334.242188,-8074.149902,-88094.921875
27.555,-0.9213,0.34634,-0.356755,55589.4375,-8333.529297,-91618.242188
27.606,-0.894482,0.153709,-0.511694,55545.628906,-8333.529297,-91735.6875
27.658,-0.881073,0.301887,-0.457416,53530.273438,-10408.570312,-95963.671875
27.709,-0.793399,0.152722,-0.372545,53486.464844,-10408.570312,-96081.117188
27.76,-0.839814,0.206065,-0.530445,52478.789062,-10927.330078,-100191.65625
27.811,-0.819185,0.228786,-0.508734,52434.976562,-10927.330078,-100191.65625
27.862,-0.820217,0.210017,-0.245238,51427.300781,-11921.619141,-102423.09375
27.913,-0.791336,0.19915,-0.434718,51383.488281,-11921.619141,-102423.09375
27.964,-0.827437,0.228786,-0.714004,50419.625,-12440.380859,-106063.859375
28.016,-0.754203,0.179393,-0.579789,50375.8125,-12440.380859,-106063.859375
28.067,-0.771738,0.207053,-0.679463,48579.519531,-12699.759766,-108295.289062
28.118,-0.736668,0.143831,-0.631106,48535.707031,-12699.759766,-108295.289062
28.169,-0.735637,0.21792,-0.688345,47046.097656,-12699.759766,-112640.71875
28.222,-0.671686,0.150746,-0.666634,47002.285156,-12699.759766,-112523.273438
28.275,-0.715008,0.227798,-0.620251,45994.609375,-13477.900391,-111231.390625
28.327,-0.665498,0.080609,-0.72782,45950.800781,-13477.900391,-111231.390625
28.379,-0.670655,0.005532,-0.714991,45205.996094,-16287.849609,-115576.820312
28.431,-0.66034,0.293984,-0.739662,45162.183594,-16287.849609,-115576.820312
28.483,-0.650026,-0.121901,-0.729794,43672.574219,-19357.179688,-119217.585938
28.535,-0.59639,0.021338,-0.782098,43628.761719,-19357.179688,-119217.585938
28.586,-0.555131,-0.112022,-0.755452,43146.832031,-20913.458984,-120744.359375
28.638,-0.536565,-0.092265,-0.787032,43103.019531,-20913.458984,-120744.359375
28.689,-0.543785,-0.109059,-0.877825,40780.984375,-22167.128906,-122153.6875
28.74,-0.502527,-0.147585,-0.779137,40737.171875,-22167.128906,-122153.6875
28.791,-0.505621,-0.214758,-0.862035,39510.433594,-23982.789062,-122153.6875
28.842,-0.463332,-0.234515,-0.756439,39466.621094,-23982.789062,-122153.6875
28.894,-0.458174,-0.256248,-0.896576,37933.203125,-27052.119141,-122858.34375
28.945,-0.372563,-0.265139,-0.852166,37889.390625,-27052.119141,-122740.90625
28.996,-0.408664,-0.270078,-0.819599,36399.78125,-28349.019531,-120744.359375
29.047,-0.387004,-0.264151,-0.864996,36355.972656,-28349.019531,-120626.914062
29.098,-0.349871,-0.327373,-0.904471,34822.550781,-30380.830078,-119922.25
29.149,-0.394224,-0.342191,-0.870917,34778.738281,-30380.830078,-119922.25
29.2,-0.435482,-0.404426,-0.796901,33508.191406,-32715.248047,-121449.015625
29.251,-0.433419,-0.412328,-0.737689,33508.191406,-32715.248047,-121331.578125
29.302,-0.442702,-0.409365,-0.819599,33508.191406,-34228.300781,-117103.59375
29.353,-0.394224,-0.495308,-0.695253,33508.191406,-34228.300781,-117103.59375
29.404,-0.40557,-0.491356,-0.862035,34559.679688,-34487.679688,-119217.585938
29.456,-0.371532,-0.537785,-0.997237,34515.867188,-34487.679688,-119100.140625
29.507,-0.385972,-0.543712,-0.695253,34033.933594,-37816.390625,-114167.492188
29.558,-0.391129,-0.585202,-0.71203,33990.121094,-37816.390625,-114050.046875
29.609,-0.418979,-0.604959,-0.693279,33245.320312,-40107.582031,-108999.953125
29.661,-0.393192,-0.601008,-0.675516,33245.320312,-40107.582031,-108882.515625
29.712,-0.382878,-0.685963,-0.669594,34559.679688,-41145.101562,-108295.289062
29.763,-0.389067,-0.660279,-0.631106,34515.867188,-41145.101562,-108177.84375
29.815,-0.371532,-0.464684,-0.599526,32763.388672,-43695.671875,-101013.765625
29.868,-0.366374,-0.703744,-0.535379,32719.576172,-43695.671875,-100896.320312
29.92,-0.397318,-0.799565,-0.606434,32500.517578,-45770.710938,-97373
29.971,-0.362249,-0.784748,-0.483075,32456.705078,-45770.710938,-97373
30.022,-0.339556,-0.823274,-0.470246,31974.771484,-48061.902344,-88682.140625
30.073,-0.323053,-0.825249,-0.383401,31974.771484,-48061.902344,-88682.140625
30.124,-0.312739,-0.862788,-0.325175,32500.517578,-50396.320312,-79873.84375
30.175,-0.335431,-0.897362,-0.337018,32456.705078,-50396.320312,-79873.84375
30.226,-0.285921,-0.921071,-0.217606,30923.283203,-51909.371094,-73296.984375
30.278,-0.280763,-0.996147,-0.089312,30923.283203,-51909.371094,-73296.984375
30.33,-0.300361,-0.947743,-0.154446,31186.158203,-53984.410156,-66015.453125
30.381,-0.252914,-0.934901,0.012336,31142.345703,-53984.410156,-65898.007812
30.432,-0.266323,-0.965524,-0.005428,29871.798828,-55497.460938,-50630.289062
30.484,-0.268386,-1.221377,0.09622,29871.798828,-55497.460938,-50630.289062
30.534,-0.242599,-1.008002,0.151485,30660.412109,-56275.601562,-40412.660156
30.585,-0.297267,-1.019856,0.257081,30616.599609,-56275.601562,-40295.214844
30.635,-0.201341,-0.869703,0.237343,30134.669922,-56534.980469,-26554.265625
30.686,-0.198247,-0.84797,0.399191,30090.857422,-56491.75,-26436.820312
30.737,-0.199278,-0.902302,0.399191,29346.052734,-54719.320312,-11873.765625
30.788,-0.220939,-0.904277,0.464324,29346.052734,-54719.320312,-11873.765625
30.839,-0.203404,-0.832164,0.450508,29346.052734,-55756.839844,-3182.914062
30.89,-0.185869,-0.865751,0.515642,29346.052734,-55713.609375,-3182.914062
30.942,-0.175554,-0.794626,0.6015,30134.669922,-54503.171875,1279.960938
30.993,-0.17968,-0.800553,0.613343,30090.857422,-54459.941406,1279.960938
31.044,-0.143579,-0.745234,0.667621,28601.248047,-52946.890625,9970.8125
31.096,-0.140485,-0.721525,0.710056,28557.435547,-52903.660156,9970.8125
31.149,-0.118824,-0.690902,0.738676,28338.376953,-52168.75,19483.78125
31.201,-0.123981,-0.680036,0.781111,28338.376953,-52125.519531,19483.78125
31.253,-0.090975,-0.579275,0.764334,28864.119141,-50136.941406,28292.078125
31.305,-0.094069,-0.584214,0.765321,28820.310547,-50093.710938,28292.078125
31.357,-0.032182,-0.559518,0.83835,27286.888672,-48580.660156,35573.609375
31.408,0.013203,-0.534822,0.864996,27243.076172,-48537.429688,35573.609375
31.459,0.01114,-0.529882,0.888681,27024.017578,-47067.609375,37805.046875
31.51,-0.008458,-0.493332,0.842297,26980.205078,-47024.382812,37805.046875
31.56,-0.032182,-0.538773,0.851179,26235.400391,-46808.230469,42150.46875
31.611,0.045178,-0.439,0.937037,26235.400391,-46765,42150.46875
31.661,0.047241,-0.473575,0.925195,26498.271484,-46030.089844,45908.6875
31.712,0.121506,-0.355033,0.915326,26454.458984,-45986.859375,45908.6875
31.763,0.077153,-0.38862,0.915326,25972.529297,-43955.050781,48022.671875
31.814,0.11738,-0.289835,0.887694,25928.716797,-43911.820312,48022.671875
31.865,0.128726,-0.291811,0.971578,24701.980469,-41923.242188,52485.546875
31.916,0.162764,-0.250321,0.911379,24658.167969,-41880.011719,52485.546875
31.967,0.172047,-0.287859,0.972565,23913.365234,-39891.429688,56008.859375
32.018,0.148324,-0.237479,0.909405,23913.365234,-39891.429688,55891.421875
32.07,0.20918,-0.235503,1.01204,24176.236328,-40366.960938,55304.203125
32.121,0.180299,-0.202904,0.88572,24132.425781,-40323.730469,55304.203125
32.172,0.154513,-0.280944,0.974539,23650.492188,-38594.53125,56126.3125
32.222,0.218463,-0.138694,0.915326,23606.681641,-38551.300781,56126.3125
32.272,0.284477,-0.111034,1.014014,23387.621094,-38335.152344,57535.640625
32.322,0.264879,-0.193026,0.93309,23343.808594,-38291.921875,57535.640625
32.373,0.319546,-0.195001,0.912366,22599.005859,-35784.582031,58944.96875
32.423,0.345333,-0.166354,0.893615,22555.193359,-35784.582031,58944.96875
32.474,0.386591,-0.197965,0.913352,21591.328125,-36043.960938,59767.078125
32.524,0.380402,-0.198953,0.779137,21547.517578,-36043.960938,59767.078125
32.574,0.437133,-0.297738,0.941972,19751.224609,-36562.722656,61176.40625
32.626,0.48458,-0.157463,0.731767,19707.412109,-36562.722656,61176.40625
32.677,0.472202,-0.286871,0.916313,17954.933594,-37297.632812,64112.5
32.728,0.559876,-0.159439,0.887694,17911.121094,-37297.632812,64112.5
32.778,0.52687,-0.328361,0.872891,17166.316406,-39372.671875,70689.359375
32.829,0.553687,-0.175244,0.765321,17122.503906,-39372.671875,70689.359375
32.88,0.553687,-0.248345,0.708082,16377.701172,-41145.101562,80202.328125
32.931,0.636204,-0.187099,0.801836,16333.888672,-41145.101562,80202.328125
32.981,0.611449,-0.286871,0.871904,15851.957031,-41663.859375,82433.765625
33.032,0.611449,-0.195001,0.708082,15808.144531,-41663.859375,82433.765625
33.083,0.628984,-0.244394,0.693279,14800.46875,-42442,89715.296875
33.134,0.641362,-0.21871,0.7594,14756.65625,-42442,89715.296875
33.185,0.700155,0.040107,0.690319,14055.664062,-42701.382812,94765.390625
33.236,0.631047,-0.278969,0.773216,14011.853516,-42701.382812,94765.390625
33.288,0.722847,-0.150548,0.667621,11164.072266,-43220.140625,102869.015625
33.34,0.677463,-0.26909,0.812691,11120.261719,-43220.140625,102869.015625
33.391,0.722847,-0.195001,0.599526,8053.42041,-44214.429688,108976.109375
33.442,0.6754,-0.256248,0.765321,8009.60791,-44214.429688,138572
33.493,0.737287,-0.175244,0.688345,6257.128418,-44214.429688,114965.75
33.543,0.651676,-0.233528,0.705122,6257.128418,-44171.199219,85487.3125
33.593,0.677463,-0.276005,0.695253,7045.744629,-43955.050781,111559.875
33.644,0.645487,-0.31058,0.801836,7045.744629,-43955.050781,111442.4375
33.695,0.616606,-0.239455,0.709069,8053.42041,-44992.570312,103573.6875
33.745,0.612481,-0.297738,0.707096,8053.42041,-44992.570312,103456.234375
33.796,0.582568,-0.35207,0.821573,10682.140625,-47067.609375,94060.71875
33.847,0.568128,-0.323422,0.681437,10682.140625,-47024.382812,93825.828125
33.898,0.500052,-0.420231,0.766308,13792.792969,-46808.230469,79497.671875
33.95,0.468076,-0.441964,0.801836,13792.792969,-46808.230469,79380.21875
34.001,0.451573,-0.384669,0.726833,17692.060547,-47543.140625,68575.375
34.051,0.384528,-0.458757,0.815652,17692.060547,-47543.140625,68457.921875
34.102,0.377308,-0.501235,0.797888,18699.736328,-48840.039062,58944.96875
34.154,0.405157,-0.470611,0.776177,18699.736328,-48840.039062,50958.765625
34.206,0.312326,-0.617801,0.809731,20802.712891,-50136.941406,50841.328125
34.257,0.318515,-0.496296,0.717951,20802.712891,-51390.609375,44381.90625
34.308,0.26591,-0.581251,0.662686,22117.072266,-51390.609375,44264.46875
34.359,0.284477,-0.559518,0.832429,22117.072266,-51390.609375,36278.265625
34.409,0.22362,-0.682999,0.788019,24439.109375,-51390.609375,36160.828125
34.46,0.284477,-0.581251,0.750518,24439.109375,-51390.609375,31932.84375
34.51,0.198865,-0.663242,0.739662,25753.470703,-51909.371094,31815.398438
34.561,0.215369,-0.739307,0.758413,25753.470703,-51909.371094,27587.414062
34.612,0.130789,-0.59508,0.533406,26235.400391,-51995.832031,27469.96875
34.663,0.261784,-0.788699,0.803809,26235.400391,-62846.5625,21715.21875
34.714,0.101908,-0.753136,0.583736,26498.271484,-52687.511719,21597.773438
34.765,0.129758,-0.808456,0.757426,26498.271484,-52687.511719,13729.023438
34.815,0.016297,-0.70572,0.6015,27286.888672,-52687.511719,13611.578125
34.866,0.013203,-0.801541,0.553143,27286.888672,-53984.410156,5625.390625
34.916,0.085405,-0.870691,0.615316,27549.759766,-53984.410156,5507.945312
34.967,-0.041465,-0.817347,0.567946,27549.759766,-53984.410156,-246.8125
35.017,-0.011552,-0.833152,0.534393,28075.505859,-54503.171875,-364.257812
35.069,-0.035276,-0.808456,0.504786,28075.505859,-54503.171875,-3887.578125
35.121,-0.08788,-0.831177,0.425836,28075.505859,-54978.699219,-4005.023438
35.173,-0.166271,-0.881557,0.406099,31449.029297,-54978.699219,-15514.53125
35.224,-0.248788,-0.978366,0.342939,31449.029297,-54978.699219,-15631.976562
35.275,-0.216813,-0.938852,0.394256,32763.388672,-55756.839844,-25732.15625
35.327,-0.16524,-0.935889,0.391296,32763.388672,-55713.609375,-25849.601562
35.379,-0.269417,-0.88452,0.247212,33508.191406,-55238.082031,-29490.367188
35.431,-0.297267,-0.911192,0.201816,33508.191406,-55238.082031,-29607.8125
35.483,-0.318927,-0.872666,0.092273,33771.0625,-55238.082031,-35245.125
35.534,-0.367406,-0.891435,0.049837,33771.0625,-55238.082031,-35362.566406
35.587,-0.446828,-0.91218,-0.007402,34822.550781,-55238.082031,-44053.425781
35.64,-0.382878,-0.920083,-0.036021,34822.550781,-55194.851562,-44170.867188
35.692,-0.414853,-0.873654,-0.133722,35085.421875,-54243.789062,-52157.058594
35.744,-0.416916,-0.831177,-0.189973,35085.421875,-54200.5625,-52274.503906
35.796,-0.532439,-0.88946,-0.384388,35348.296875,-52428.132812,-63079.351562
35.847,-0.408664,-0.796602,-0.406099,35348.296875,-52384.902344,-63196.796875
35.898,-0.433419,-0.707695,-0.469259,35611.167969,-50655.699219,-73296.984375
35.949,-0.471583,-0.727452,-0.523537,35611.167969,-50612.472656,-73414.421875
36.001,-0.440639,-0.465672,-0.543274,36399.78125,-49618.179688,-82105.28125
36.052,-0.483961,-0.748197,-0.532419,36399.78125,-49574.949219,-82222.726562
36.103,-0.443734,-0.687938,-0.521563,36925.527344,-47802.519531,-86450.710938
36.154,-0.464363,-0.683987,-0.611369,36881.714844,-47759.292969,-86568.15625
36.205,-0.421042,-0.577299,-0.625185,36399.78125,-46808.230469,-90091.46875
36.256,-0.464363,-0.585202,-0.674529,36399.78125,-46765,-90208.914062
36.307,-0.399381,-0.475551,-0.702161,36399.78125,-44733.191406,-97373
36.359,-0.465395,-0.527907,-0.763348,36355.972656,-44689.960938,-97373
36.411,-0.42001,-0.445915,-0.754466,34559.679688,-42442,-102423.09375
36.462,-0.403507,-0.439,-0.713017,34559.679688,-42398.769531,-102423.09375
36.513,-0.407633,-0.378741,-0.723872,34559.679688,-40410.191406,-108295.289062
36.564,-0.409696,-0.33824,-0.830455,34515.867188,-40366.960938,-108295.289062
36.615,-0.338525,-0.190062,-1.016974,34033.933594,-36822.101562,-111231.390625
36.666,-0.27148,-0.100168,-0.951841,33990.121094,-36778.871094,-111231.390625
36.717,-0.250851,-0.051763,-0.940985,32237.646484,-33190.78125,-116281.484375
36.768,-0.164208,0.004544,-0.944932,32193.833984,-33147.550781,-116281.484375
36.819,-0.204435,-0.013237,-0.959736,30923.283203,-29862.068359,-118512.921875
36.87,-0.17968,-0.023116,-0.890654,30879.474609,-29818.837891,-118512.921875
36.921,-0.208561,-0.020152,-0.957762,29389.865234,-28867.779297,-120039.6875
36.972,-0.176586,0.033192,-0.850192,29346.052734,-28824.548828,-120039.6875
37.024,-0.151831,0.100366,-0.950854,28601.248047,-27570.878906,-120039.6875
37.075,-0.134296,0.133952,-0.956775,28601.248047,-27527.648438,-120039.6875
37.126,-0.129139,0.171491,-0.939998,28601.248047,-25279.689453,-120744.359375
37.177,-0.114698,0.160624,-0.935064,28557.435547,-25236.458984,-120744.359375
37.228,0.005982,0.21792,-0.958749,26761.146484,-23982.789062,-122858.34375
37.279,-0.012584,0.1626,-0.910392,26717.333984,-23939.558594,-122740.90625
37.33,-0.050748,0.20409,-1.031777,25227.724609,-21950.978516,-120744.359375
37.381,-0.034244,0.141855,-0.974539,25183.912109,-21950.978516,-120626.914062
37.432,-0.246725,0.124074,-1.003158,23913.365234,-23204.648438,-119217.585938
37.484,0.022486,0.125062,-0.920261,23913.365234,-23204.648438,-119217.585938
37.535,0.028675,0.182357,-0.96467,24176.236328,-25020.308594,-121449.015625
37.587,-0.012584,0.122098,-0.970591,24176.236328,-25020.308594,-121331.578125
37.638,0.059618,0.174454,-1.008092,24439.109375,-25020.308594,-117808.257812
37.69,0.051367,0.205078,-0.984407,24439.109375,-24977.080078,-117808.257812
37.741,0.103971,0.257434,-0.952827,24439.109375,-24760.929688,-120039.6875
37.792,0.085405,0.262373,-0.956775,24395.296875,-24717.699219,-120039.6875
37.843,0.056524,0.286081,-0.887694,23913.365234,-23982.789062,-120039.6875
37.894,0.086436,0.285093,-1.002171,23913.365234,-23939.558594,-120039.6875
37.946,0.107065,0.355231,-0.954801,23913.365234,-21950.978516,-121449.015625
37.997,0.119443,0.365109,-0.953814,23869.552734,-21907.75,-121449.015625
38.048,0.095719,0.408575,-0.914339,23124.748047,-20135.320312,-122153.6875
38.099,-0.193089,0.361158,-0.714991,23124.748047,-20092.089844,-122036.242188
38.15,0.119443,0.43821,-0.961709,23913.365234,-18103.509766,-120039.6875
38.2,0.092625,0.542922,-0.751505,23913.365234,-18060.279297,-120039.6875
38.251,0.139041,0.485627,-0.874864,23913.365234,-15250.330078,-120744.359375
38.302,0.112223,0.700978,-0.649857,23869.552734,-15163.869141,-120626.914062
38.355,0.120474,0.60812,-0.704135,23124.748047,-9889.810547,-116281.484375
38.406,0.122537,0.811617,-0.682424,23124.748047,-9846.580078,-116164.039062
38.456,0.131821,0.720735,-0.817626,23124.748047,-8074.149902,-112640.71875
38.506,0.112223,0.827423,-0.508734,23124.748047,-8030.92041,-112523.273438
38.557,0.154513,0.75037,-0.586697,23650.492188,-4486.060059,-110526.726562
38.608,0.143167,0.863973,-0.518603,23606.681641,-4442.830078,-110409.28125
38.659,0.095719,0.898548,-0.503799,23387.621094,-1416.72998,-105359.195312
38.71,0.176173,0.873852,-0.272871,23387.621094,-1373.5,-105241.75
38.76,0.118412,0.931147,-0.596566,24176.236328,615.079834,-100191.65625
38.811,0.10294,0.938062,-0.069575,24176.236328,701.540039,-100074.210938
38.862,0.129758,0.835325,-0.20379,24176.236328,4981.310059,-90796.132812
38.913,0.100877,1.217623,-0.038982,24132.425781,4981.310059,-90678.695312
38.964,0.142135,0.821496,0.046877,23913.365234,9088.160156,-76937.742188
39.014,0.131821,1.128717,0.054772,23869.552734,9088.160156,-76820.296875
39.065,0.185456,0.895584,0.221553,23124.748047,11119.969727,-65193.34375
39.116,0.171016,0.943001,0.031087,23080.9375,11119.969727,-65075.898438
39.167,0.210211,1.011163,0.404125,22861.876953,13713.769531,-52744.28125
39.218,0.190614,0.756298,0.216619,22861.876953,13670.539062,-52626.835938
39.268,0.220526,0.851131,0.31728,23387.621094,13454.390625,-38885.886719
39.319,0.246313,0.932135,0.658739,23387.621094,13454.390625,-38885.886719
39.37,0.259722,0.787909,0.467285,23387.621094,13973.150391,-28668.257812
39.421,0.27313,0.876815,0.465311,23387.621094,13973.150391,-28668.257812
39.472,0.294791,0.728638,0.647883,23913.365234,14448.679688,-17628.523438
39.524,0.307169,0.762225,0.63308,23869.552734,14405.449219,-17628.523438
39.575,0.330892,0.67727,0.713017,22336.132812,12935.628906,-8115.5625
39.627,0.3082,0.607132,0.568933,22336.132812,12892.400391,-7998.117188
39.678,0.346364,0.578485,0.762361,22379.945312,12157.490234,4333.507812
39.729,0.351521,0.628865,0.652818,22336.132812,12114.259766,4333.507812
39.78,0.366993,0.455991,0.832429,19488.353516,9606.919922,14551.132812
39.831,0.369056,0.412526,0.745584,19488.353516,9563.689453,14668.578125
39.883,0.39278,0.386842,0.937037,19751.224609,7013.120117,27000.195312
39.933,0.378339,0.270276,0.812691,19707.412109,6926.660156,27117.640625
39.984,0.376276,0.30485,0.894602,17692.060547,-1416.72998,43090.03125
40.035,0.411346,0.186308,0.889667,17648.248047,-1416.72998,43090.03125
40.086,0.397937,0.237677,0.916313,16903.445312,-5004.819824,51898.328125
40.137,0.424755,0.071718,0.911379,16859.632812,-5004.819824,51898.328125
40.187,0.413409,0.063815,0.942959,16114.828125,-7814.77002,53307.65625
40.238,0.405157,0.045046,0.627159,16071.017578,-7814.77002,53307.65625
40.289,0.419598,0.179393,1.063357,15851.957031,-10408.570312,56948.421875
40.34,0.447447,0.019362,0.851179,15808.144531,-10408.570312,56830.96875
40.39,0.450542,-0.001383,0.864996,13792.792969,-13996.660156,54012.3125
40.441,0.520681,0.294972,0.890654,13748.980469,-13996.660156,53894.875
40.492,0.478391,-0.152524,0.731767,13267.048828,-16547.228516,53307.65625
40.543,0.524807,-0.23254,1.065331,13223.236328,-16590.458984,53190.203125
40.595,0.566065,-0.225625,0.814665,12215.560547,-21950.978516,51076.21875
40.647,0.558845,-0.245382,0.868943,12215.560547,-21994.208984,51076.21875
40.698,0.521712,-0.285884,0.763348,12215.560547,-26273.978516,51076.21875
40.749,0.492831,-0.256248,0.846245,12171.748047,-26273.978516,50958.765625
40.802,0.49902,-0.392571,0.666634,11426.945312,-28608.398438,47435.453125
40.855,0.539247,-0.454806,0.803809,11383.132812,-28608.398438,47318.015625
40.907,0.49902,-0.451842,0.725846,10419.269531,-31158.970703,43559.796875
40.958,0.494894,-0.475551,0.518603,10419.269531,-31158.970703,42267.921875
41.01,0.427849,-0.496296,0.742623,10419.269531,-33968.921875,42150.46875
41.062,0.44951,-0.629655,0.713017,10419.269531,-37297.632812,34281.71875
41.113,0.352553,-0.487405,0.666634,10682.140625,-37297.632812,34164.28125
41.164,0.325735,-0.813395,1.018948,11207.884766,-39632.050781,32050.289062
41.215,0.285508,-0.832164,0.494918,11207.884766,-39632.050781,31932.84375
41.266,0.280351,-0.837104,0.472219,14318.537109,-43220.140625,20305.890625
41.317,0.238061,-0.886496,0.4436,14318.537109,-43220.140625,20188.445312
41.368,0.180299,-0.932925,0.33307,15851.957031,-46548.851562,15960.460938
41.419,0.176173,-0.848958,0.383401,15851.957031,-46548.851562,15843.015625
41.47,0.151418,-0.921071,0.294582,17429.189453,-48061.902344,7856.828125
41.521,0.125632,-0.997135,0.189973,17429.189453,-48061.902344,7739.382812
41.572,0.144198,-0.916132,0.188,18699.736328,-49618.179688,1397.40625
41.623,0.08231,-1.083078,0.191947,18655.925781,-49618.179688,1279.960938
41.674,0.114286,-0.871678,0.106089,18480.677734,-49877.5625,-1538.695312
41.724,0.027643,-1.018868,0.511694,18480.677734,-49877.5625,-1656.140625
41.775,0.000825,-0.998123,0.027139,20276.96875,-50655.699219,-3770.132812
41.826,0.061681,-0.947743,0.15938,20276.96875,-50655.699219,-3887.578125
41.877,-0.119856,-0.915144,0.108063,21591.328125,-50655.699219,-6001.570312
41.929,-0.034244,-1.0732,-0.229448,21591.328125,-50655.699219,-6236.453125
41.98,-0.028056,-0.878593,0.122866,23387.621094,-52428.132812,-19155.296875
42.031,-0.132233,-0.98133,-0.06464,23387.621094,-52428.132812,-19272.742188
42.083,-0.105415,-0.949718,-0.151485,24964.853516,-52687.511719,-20564.625
42.134,-0.111604,-1.012941,-0.090299,24964.853516,-52644.28125,-20682.070312
42.185,-0.171429,-0.864763,-0.125827,25972.529297,-52428.132812,-27258.929688
42.236,-0.242599,-1.046528,-0.19096,25972.529297,-52428.132812,-27376.375
42.287,-0.174523,-0.955646,-0.171223,26498.271484,-53984.410156,-30077.585938
42.338,-0.119856,-0.911192,-0.22254,26498.271484,-53941.179688,-30195.03125
42.389,-0.166271,-0.930949,-0.306425,27024.017578,-53725.03125,-39590.550781
42.44,-0.100258,-0.892423,-0.319254,27024.017578,-53681.800781,-39707.996094
42.491,-0.294172,-0.950706,-0.327149,27286.888672,-52428.132812,-47694.1875
42.543,-0.210624,-0.866739,-0.324188,27243.076172,-52384.902344,-47811.632812
42.594,-0.267354,-0.7561,-0.472219,26761.146484,-52168.75,-48398.851562
42.645,-0.241568,-0.872666,-0.471233,26761.146484,-52125.519531,-48398.851562
42.696,-0.294172,-0.784748,-0.515642,28601.248047,-51909.371094,-46989.523438
42.746,-0.317896,-0.726465,-0.457416,28601.248047,-51866.140625,-47106.96875
42.797,-0.32099,-0.760051,-0.6015,32237.646484,-51433.839844,-58616.480469
42.848,-0.382878,-0.827225,-0.521563,32237.646484,-51390.609375,-58733.925781
42.899,-0.302424,-0.737331,-0.714991,32763.388672,-49877.5625,-63079.351562
42.95,-0.347808,-0.813395,-0.647883,32763.388672,-49834.332031,-63196.796875
43.002,-0.308613,-0.574336,-0.612356,34033.933594,-49618.179688,-68129.445312
43.053,-0.305518,-0.738319,-0.496891,34033.933594,-49574.949219,-68246.890625
43.104,-0.329242,-0.371827,-0.634067,34822.550781,-48061.902344,-71770.203125
43.155,-0.333368,-0.656327,-0.621238,34778.738281,-48018.671875,-71887.65625
43.206,-0.32821,-0.761039,-0.800849,34296.808594,-47067.609375,-79169.179688
43.257,-0.254977,-0.427146,-0.834402,34252.996094,-47024.382812,-79286.625
43.308,-0.374626,-0.546676,-0.841311,34033.933594,-45770.710938,-83514.609375
43.359,-0.323053,-0.332313,-0.847232,34033.933594,-45727.480469,-83632.054688
43.41,-0.409696,-0.409365,-0.620251,35611.167969,-44214.429688,-90796.132812
43.462,-0.389067,-0.159439,-0.741636,35611.167969,-44171.199219,-90913.578125
43.513,-0.425168,-0.299714,-1.014014,38721.820312,-41663.859375,-94554.34375
43.564,-0.391129,-0.237479,-0.9173,38721.820312,-41620.632812,-94671.789062
43.615,-0.373595,-0.16833,-0.858087,41832.472656,-40626.339844,-98077.664062
43.666,-0.357091,-0.033982,-0.818612,41832.472656,-40583.109375,-98077.664062
43.717,-0.338525,-0.198953,-0.968617,41832.472656,-37038.25,-105359.195312
43.768,-0.307581,-0.219698,-0.864996,41788.660156,-36995.019531,-105359.195312
43.819,-0.242599,0.325595,-1.102832,41569.597656,-36043.960938,-109704.617188
