timestamp(ms),Mag_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,
"29.149","-119922.25","-0.394224","-0.342191","-0.870917","34778.738281","-30380.830078",
"29.2","-121449.015625","-0.435482","-0.404426","-0.796901","33508.191406","-32715.248047",
"29.251","-121331.578125","-0.433419","-0.412328","-0.737689","33508.191406","-32715.248047",
"29.302","-117103.59375","-0.442702","-0.409365","-0.819599","33508.191406","-34228.300781",
"29.353","-117103.59375","-0.394224","-0.495308","-0.695253","33508.191406","-34228.300781",
"29.404","-119217.585938","-0.40557","-0.491356","-0.862035","34559.679688","-34487.679688",
"29.456","-119100.140625","-0.371532","-0.537785","-0.997237","34515.867188","-34487.679688",
"29.507","-114167.492188","-0.385972","-0.543712","-0.695253","34033.933594","-37816.390625",
"29.558","-114050.046875","-0.391129","-0.585202","-0.71203","33990.121094","-37816.390625",
"29.609","-108999.953125","-0.418979","-0.604959","-0.693279","33245.320312","-40107.582031",
"29.661","-108882.515625","-0.393192","-0.601008","-0.675516","33245.320312","-40107.582031",
"29.712","-108295.289062","-0.382878","-0.685963","-0.669594","34559.679688","-41145.101562",
"29.763","-108177.84375","-0.389067","-0.660279","-0.631106","34515.867188","-41145.101562",
"29.815","-101013.765625","-0.371532","-0.464684","-0.599526","32763.388672","-43695.671875",
"29.868","-100896.320312","-0.366374","-0.703744","-0.535379","32719.576172","-43695.671875",
"29.92","-97373","-0.397318","-0.799565","-0.606434","32500.517578","-45770.710938",
"29.971","-97373","-0.362249","-0.784748","-0.483075","32456.705078","-45770.710938",
"30.022","-88682.140625","-0.339556","-0.823274","-0.470246","31974.771484","-48061.902344",
"30.073","-88682.140625","-0.323053","-0.825249","-0.383401","31974.771484","-48061.902344",
"30.124","-79873.84375","-0.312739","-0.862788","-0.325175","32500.517578","-50396.320312",
"30.175","-79873.84375","-0.335431","-0.897362","-0.337018","32456.705078","-50396.320312",
"30.226","-73296.984375","-0.285921","-0.921071","-0.217606","30923.283203","-51909.371094",
"30.278","-73296.984375","-0.280763","-0.996147","-0.089312","30923.283203","-51909.371094",
"30.33","-66015.453125","-0.300361","-0.947743","-0.154446","31186.158203","-53984.410156",
"30.381","-65898.007812","-0.252914","-0.934901","0.012336","31142.345703","-53984.410156",
"30.432","-50630.289062","-0.266323","-0.965524","-0.005428","29871.798828","-55497.460938",
"30.484","-50630.289062","-0.268386","-1.221377","0.09622","29871.798828","-55497.460938",
"30.534","-40412.660156","-0.242599","-1.008002","0.151485","30660.412109","-56275.601562",
"30.585","-40295.214844","-0.297267","-1.019856","0.257081","30616.599609","-56275.601562",
"30.635","-26554.265625","-0.201341","-0.869703","0.237343","30134.669922","-56534.980469",
"30.686","-26436.820312","-0.198247","-0.84797","0.399191","30090.857422","-56491.75",
"30.737","-11873.765625","-0.199278","-0.902302","0.399191","29346.052734","-54719.320312",
"30.788","-11873.765625","-0.220939","-0.904277","0.464324","29346.052734","-54719.320312",
"30.839","-3182.914062","-0.203404","-0.832164","0.450508","29346.052734","-55756.839844",
"30.89","-3182.914062","-0.185869","-0.865751","0.515642","29346.052734","-55713.609375",
"30.942","1279.960938","-0.175554","-0.794626","0.6015","30134.669922","-54503.171875",
"30.993","1279.960938","-0.17968","-0.800553","0.613343","30090.857422","-54459.941406",
"31.044","9970.8125","-0.143579","-0.745234","0.667621","28601.248047","-52946.890625",
"31.096","9970.8125","-0.140485","-0.721525","0.710056","28557.435547","-52903.660156",
"31.149","19483.78125","-0.118824","-0.690902","0.738676","28338.376953","-52168.75",
"31.201","19483.78125","-0.123981","-0.680036","0.781111","28338.376953","-52125.519531",
"31.253","28292.078125","-0.090975","-0.579275","0.764334","28864.119141","-50136.941406",
"31.305","28292.078125","-0.094069","-0.584214","0.765321","28820.310547","-50093.710938",
"31.357","35573.609375","-0.032182","-0.559518","0.83835","27286.888672","-48580.660156",
"31.408","35573.609375","0.013203","-0.534822","0.864996","27243.076172","-48537.429688",
"31.459","37805.046875","0.01114","-0.529882","0.888681","27024.017578","-47067.609375",
"31.51","37805.046875","-0.008458","-0.493332","0.842297","26980.205078","-47024.382812",
"31.56","42150.46875","-0.032182","-0.538773","0.851179","26235.400391","-46808.230469",
"31.611","42150.46875","0.045178","-0.439","0.937037","26235.400391","-46765",
"31.661","45908.6875","0.047241","-0.473575","0.925195","26498.271484","-46030.089844",
"31.712","45908.6875","0.121506","-0.355033","0.915326","26454.458984","-45986.859375",
"31.763","48022.671875","0.077153","-0.38862","0.915326","25972.529297","-43955.050781",
"31.814","48022.671875","0.11738","-0.289835","0.887694","25928.716797","-43911.820312",
"31.865","52485.546875","0.128726","-0.291811","0.971578","24701.980469","-41923.242188",
"31.916","52485.546875","0.162764","-0.250321","0.911379","24658.167969","-41880.011719",
"31.967","56008.859375","0.172047","-0.287859","0.972565","23913.365234","-39891.429688",
"32.018","55891.421875","0.148324","-0.237479","0.909405","23913.365234","-39891.429688",
"32.07","55304.203125","0.20918","-0.235503","1.01204","24176.236328","-40366.960938",
"32.121","55304.203125","0.180299","-0.202904","0.88572","24132.425781","-40323.730469",
"32.172","56126.3125","0.154513","-0.280944","0.974539","23650.492188","-38594.53125",
"32.222","56126.3125","0.218463","-0.138694","0.915326","23606.681641","-38551.300781",
"32.272","57535.640625","0.284477","-0.111034","1.014014","23387.621094","-38335.152344",
"32.322","57535.640625","0.264879","-0.193026","0.93309","23343.808594","-38291.921875",
"32.373","58944.96875","0.319546","-0.195001","0.912366","22599.005859","-35784.582031",
"32.423","58944.96875","0.345333","-0.166354","0.893615","22555.193359","-35784.582031",
"32.474","59767.078125","0.386591","-0.197965","0.913352","21591.328125","-36043.960938",
"32.524","59767.078125","0.380402","-0.198953","0.779137","21547.517578","-36043.960938",
"32.574","61176.40625","0.437133","-0.297738","0.941972","19751.224609","-36562.722656",
"32.626","61176.40625","0.48458","-0.157463","0.731767","19707.412109","-36562.722656",
"32.677","64112.5","0.472202","-0.286871","0.916313","17954.933594","-37297.632812",
"32.728","64112.5","0.559876","-0.159439","0.887694","17911.121094","-37297.632812",
"32.778","70689.359375","0.52687","-0.328361","0.872891","17166.316406","-39372.671875",
"32.829","70689.359375","0.553687","-0.175244","0.765321","17122.503906","-39372.671875",
"32.88","80202.328125","0.553687","-0.248345","0.708082","16377.701172","-41145.101562",
"32.931","80202.328125","0.636204","-0.187099","0.801836","16333.888672","-41145.101562",
"32.981","82433.765625","0.611449","-0.286871","0.871904","15851.957031","-41663.859375",
"33.032","82433.765625","0.611449","-0.195001","0.708082","15808.144531","-41663.859375",
"33.083","89715.296875","0.628984","-0.244394","0.693279","14800.46875","-42442",
"33.134","89715.296875","0.641362","-0.21871","0.7594","14756.65625","-42442",
"33.185","94765.390625","0.700155","0.040107","0.690319","14055.664062","-42701.382812",
"33.236","94765.390625","0.631047","-0.278969","0.773216","14011.853516","-42701.382812",
"33.288","102869.015625","0.722847","-0.150548","0.667621","11164.072266","-43220.140625",
"33.34","102869.015625","0.677463","-0.26909","0.812691","11120.261719","-43220.140625",
"33.391","108976.109375","0.722847","-0.195001","0.599526","8053.42041","-44214.429688",
"33.442","138572","0.6754","-0.256248","0.765321","8009.60791","-44214.429688",
"33.493","114965.75","0.737287","-0.175244","0.688345","6257.128418","-44214.429688",
"33.543","85487.3125","0.651676","-0.233528","0.705122","6257.128418","-44171.199219",
"33.593","111559.875","0.677463","-0.276005","0.695253","7045.744629","-43955.050781",
"33.644","111442.4375","0.645487","-0.31058","0.801836","7045.744629","-43955.050781",
"33.695","103573.6875","0.616606","-0.239455","0.709069","8053.42041","-44992.570312",
"33.745","103456.234375","0.612481","-0.297738","0.707096","8053.42041","-44992.570312",
"33.796","94060.71875","0.582568","-0.35207","0.821573","10682.140625","-47067.609375",
"33.847","93825.828125","0.568128","-0.323422","0.681437","10682.140625","-47024.382812",
"33.898","79497.671875","0.500052","-0.420231","0.766308","13792.792969","-46808.230469",
"33.95","79380.21875","0.468076","-0.441964","0.801836","13792.792969","-46808.230469",
"34.001","68575.375","0.451573","-0.384669","0.726833","17692.060547","-47543.140625",
"34.051","68457.921875","0.384528","-0.458757","0.815652","17692.060547","-47543.140625",
"34.102","58944.96875","0.377308","-0.501235","0.797888","18699.736328","-48840.039062",
"34.154","50958.765625","0.405157","-0.470611","0.776177","18699.736328","-48840.039062",
"34.206","50841.328125","0.312326","-0.617801","0.809731","20802.712891","-50136.941406",
"34.257","44381.90625","0.318515","-0.496296","0.717951","20802.712891","-51390.609375",
"34.308","44264.46875","0.26591","-0.581251","0.662686","22117.072266","-51390.609375",
"34.359","36278.265625","0.284477","-0.559518","0.832429","22117.072266","-51390.609375",
"34.409","36160.828125","0.22362","-0.682999","0.788019","24439.109375","-51390.609375",
"34.46","31932.84375","0.284477","-0.581251","0.750518","24439.109375","-51390.609375",
"34.51","31815.398438","0.198865","-0.663242","0.739662","25753.470703","-51909.371094",
"34.561","27587.414062","0.215369","-0.739307","0.758413","25753.470703","-51909.371094",
"34.612","27469.96875","0.130789","-0.59508","0.533406","26235.400391","-51995.832031",
"34.663","21715.21875","0.261784","-0.788699","0.803809","26235.400391","-62846.5625",
"34.714","21597.773438","0.101908","-0.753136","0.583736","26498.271484","-52687.511719",
"34.765","13729.023438","0.129758","-0.808456","0.757426","26498.271484","-52687.511719",
"34.815","13611.578125","0.016297","-0.70572","0.6015","27286.888672","-52687.511719",
"34.866","5625.390625","0.013203","-0.801541","0.553143","27286.888672","-53984.410156",
"34.916","5507.945312","0.085405","-0.870691","0.615316","27549.759766","-53984.410156",
"34.967","-246.8125","-0.041465","-0.817347","0.567946","27549.759766","-53984.410156",
"35.017","-364.257812","-0.011552","-0.833152","0.534393","28075.505859","-54503.171875",
"35.069","-3887.578125","-0.035276","-0.808456","0.504786","28075.505859","-54503.171875",
"35.121","-4005.023438","-0.08788","-0.831177","0.425836","28075.505859","-54978.699219",
"35.173","-15514.53125","-0.166271","-0.881557","0.406099","31449.029297","-54978.699219",
"35.224","-15631.976562","-0.248788","-0.978366","0.342939","31449.029297","-54978.699219",
"35.275","-25732.15625","-0.216813","-0.938852","0.394256","32763.388672","-55756.839844",
"35.327","-25849.601562","-0.16524","-0.935889","0.391296","32763.388672","-55713.609375",
"35.379","-29490.367188","-0.269417","-0.88452","0.247212","33508.191406","-55238.082031",
"35.431","-29607.8125","-0.297267","-0.911192","0.201816","33508.191406","-55238.082031",
"35.483","-35245.125","-0.318927","-0.872666","0.092273","33771.0625","-55238.082031",
"35.534","-35362.566406","-0.367406","-0.891435","0.049837","33771.0625","-55238.082031",
"35.587","-44053.425781","-0.446828","-0.91218","-0.007402","34822.550781","-55238.082031",
"35.64","-44170.867188","-0.382878","-0.920083","-0.036021","34822.550781","-55194.851562",
"35.692","-52157.058594","-0.414853","-0.873654","-0.133722","35085.421875","-54243.789062",
"35.744","-52274.503906","-0.416916","-0.831177","-0.189973","35085.421875","-54200.5625",
"35.796","-63079.351562","-0.532439","-0.88946","-0.384388","35348.296875","-52428.132812",
"35.847","-63196.796875","-0.408664","-0.796602","-0.406099","35348.296875","-52384.902344",
"35.898","-73296.984375","-0.433419","-0.707695","-0.469259","35611.167969","-50655.699219",
"35.949","-73414.421875","-0.471583","-0.727452","-0.523537","35611.167969","-50612.472656",
"36.001","-82105.28125","-0.440639","-0.465672","-0.543274","36399.78125","-49618.179688",
"36.052","-82222.726562","-0.483961","-0.748197","-0.532419","36399.78125","-49574.949219",
"36.103","-86450.710938","-0.443734","-0.687938","-0.521563","36925.527344","-47802.519531",
"36.154","-86568.15625","-0.464363","-0.683987","-0.611369","36881.714844","-47759.292969",
"36.205","-90091.46875","-0.421042","-0.577299","-0.625185","36399.78125","-46808.230469",
"36.256","-90208.914062","-0.464363","-0.585202","-0.674529","36399.78125","-46765",
"36.307","-97373","-0.399381","-0.475551","-0.702161","36399.78125","-44733.191406",
"36.359","-97373","-0.465395","-0.527907","-0.763348","36355.972656","-44689.960938",
"36.411","-102423.09375","-0.42001","-0.445915","-0.754466","34559.679688","-42442",
"36.462","-102423.09375","-0.403507","-0.439","-0.713017","34559.679688","-42398.769531",
"36.513","-108295.289062","-0.407633","-0.378741","-0.723872","34559.679688","-40410.191406",
"36.564","-108295.289062","-0.409696","-0.33824","-0.830455","34515.867188","-40366.960938",
"36.615","-111231.390625","-0.338525","-0.190062","-1.016974","34033.933594","-36822.101562",
"36.666","-111231.390625","-0.27148","-0.100168","-0.951841","33990.121094","-36778.871094",
"36.717","-116281.484375","-0.250851","-0.051763","-0.940985","32237.646484","-33190.78125",
"36.768","-116281.484375","-0.164208","0.004544","-0.944932","32193.833984","-33147.550781",
"36.819","-118512.921875","-0.204435","-0.013237","-0.959736","30923.283203","-29862.068359",
"36.87","-118512.921875","-0.17968","-0.023116","-0.890654","30879.474609","-29818.837891",
"36.921","-120039.6875","-0.208561","-0.020152","-0.957762","29389.865234","-28867.779297",
"36.972","-120039.6875","-0.176586","0.033192","-0.850192","29346.052734","-28824.548828",
"37.024","-120039.6875","-0.151831","0.100366","-0.950854","28601.248047","-27570.878906",
"37.075","-120039.6875","-0.134296","0.133952","-0.956775","28601.248047","-27527.648438",
"37.126","-120744.359375","-0.129139","0.171491","-0.939998","28601.248047","-25279.689453",
"37.177","-120744.359375","-0.114698","0.160624","-0.935064","28557.435547","-25236.458984",
"37.228","-122858.34375","0.005982","0.21792","-0.958749","26761.146484","-23982.789062",
"37.279","-122740.90625","-0.012584","0.1626","-0.910392","26717.333984","-23939.558594",
"37.33","-120744.359375","-0.050748","0.20409","-1.031777","25227.724609","-21950.978516",
"37.381","-120626.914062","-0.034244","0.141855","-0.974539","25183.912109","-21950.978516",
"37.432","-119217.585938","-0.246725","0.124074","-1.003158","23913.365234","-23204.648438",
"37.484","-119217.585938","0.022486","0.125062","-0.920261","23913.365234","-23204.648438",
"37.535","-121449.015625","0.028675","0.182357","-0.96467","24176.236328","-25020.308594",
"37.587","-121331.578125","-0.012584","0.122098","-0.970591","24176.236328","-25020.308594",
"37.638","-117808.257812","0.059618","0.174454","-1.008092","24439.109375","-25020.308594",
"37.69","-117808.257812","0.051367","0.205078","-0.984407","24439.109375","-24977.080078",
"37.741","-120039.6875","0.103971","0.257434","-0.952827","24439.109375","-24760.929688",
"37.792","-120039.6875","0.085405","0.262373","-0.956775","24395.296875","-24717.699219",
"37.843","-120039.6875","0.056524","0.286081","-0.887694","23913.365234","-23982.789062",
"37.894","-120039.6875","0.086436","0.285093","-1.002171","23913.365234","-23939.558594",
"37.946","-121449.015625","0.107065","0.355231","-0.954801","23913.365234","-21950.978516",
"37.997","-121449.015625","0.119443","0.365109","-0.953814","23869.552734","-21907.75",
"38.048","-122153.6875","0.095719","0.408575","-0.914339","23124.748047","-20135.320312",
"38.099","-122036.242188","-0.193089","0.361158","-0.714991","23124.748047","-20092.089844",
"38.15","-120039.6875","0.119443","0.43821","-0.961709","23913.365234","-18103.509766",
"38.2","-120039.6875","0.092625","0.542922","-0.751505","23913.365234","-18060.279297",
"38.251","-120744.359375","0.139041","0.485627","-0.874864","23913.365234","-15250.330078",
"38.302","-120626.914062","0.112223","0.700978","-0.649857","23869.552734","-15163.869141",
"38.355","-116281.484375","0.120474","0.60812","-0.704135","23124.748047","-9889.810547",
"38.406","-116164.039062","0.122537","0.811617","-0.682424","23124.748047","-9846.580078",
"38.456","-112640.71875","0.131821","0.720735","-0.817626","23124.748047","-8074.149902",
"38.506","-112523.273438","0.112223","0.827423","-0.508734","23124.748047","-8030.92041",
"38.557","-110526.726562","0.154513","0.75037","-0.586697","23650.492188","-4486.060059",
"38.608","-110409.28125","0.143167","0.863973","-0.518603","23606.681641","-4442.830078",
"38.659","-105359.195312","0.095719","0.898548","-0.503799","23387.621094","-1416.72998",
"38.71","-105241.75","0.176173","0.873852","-0.272871","23387.621094","-1373.5",
"38.76","-100191.65625","0.118412","0.931147","-0.596566","24176.236328","615.079834",
"38.811","-100074.210938","0.10294","0.938062","-0.069575","24176.236328","701.540039",
"38.862","-90796.132812","0.129758","0.835325","-0.20379","24176.236328","4981.310059",
"38.913","-90678.695312","0.100877","1.217623","-0.038982","24132.425781","4981.310059",
"38.964","-76937.742188","0.142135","0.821496","0.046877","23913.365234","9088.160156",
"39.014","-76820.296875","0.131821","1.128717","0.054772","23869.552734","9088.160156",
"39.065","-65193.34375","0.185456","0.895584","0.221553","23124.748047","11119.969727",
"39.116","-65075.898438","0.171016","0.943001","0.031087","23080.9375","11119.969727",
"39.167","-52744.28125","0.210211","1.011163","0.404125","22861.876953","13713.769531",
"39.218","-52626.835938","0.190614","0.756298","0.216619","22861.876953","13670.539062",
"39.268","-38885.886719","0.220526","0.851131","0.31728","23387.621094","13454.390625",
"39.319","-38885.886719","0.246313","0.932135","0.658739","23387.621094","13454.390625",
"39.37","-28668.257812","0.259722","0.787909","0.467285","23387.621094","13973.150391",
"39.421","-28668.257812","0.27313","0.876815","0.465311","23387.621094","13973.150391",
"39.472","-17628.523438","0.294791","0.728638","0.647883","23913.365234","14448.679688",
"39.524","-17628.523438","0.307169","0.762225","0.63308","23869.552734","14405.449219",
"39.575","-8115.5625","0.330892","0.67727","0.713017","22336.132812","12935.628906",
"39.627","-7998.117188","0.3082","0.607132","0.568933","22336.132812","12892.400391",
"39.678","4333.507812","0.346364","0.578485","0.762361","22379.945312","12157.490234",
"39.729","4333.507812","0.351521","0.628865","0.652818","22336.132812","12114.259766",
"39.78","14551.132812","0.366993","0.455991","0.832429","19488.353516","9606.919922",
"39.831","14668.578125","0.369056","0.412526","0.745584","19488.353516","9563.689453",
"39.883","27000.195312","0.39278","0.386842","0.937037","19751.224609","7013.120117",
"39.933","27117.640625","0.378339","0.270276","0.812691","19707.412109","6926.660156",
"39.984","43090.03125","0.376276","0.30485","0.894602","17692.060547","-1416.72998",
"40.035","43090.03125","0.411346","0.186308","0.889667","17648.248047","-1416.72998",
"40.086","51898.328125","0.397937","0.237677","0.916313","16903.445312","-5004.819824",
"40.137","51898.328125","0.424755","0.071718","0.911379","16859.632812","-5004.819824",
"40.187","53307.65625","0.413409","0.063815","0.942959","16114.828125","-7814.77002",
"40.238","53307.65625","0.405157","0.045046","0.627159","16071.017578","-7814.77002",
"40.289","56948.421875","0.419598","0.179393","1.063357","15851.957031","-10408.570312",
"40.34","56830.96875","0.447447","0.019362","0.851179","15808.144531","-10408.570312",
"40.39","54012.3125","0.450542","-0.001383","0.864996","13792.792969","-13996.660156",
"40.441","53894.875","0.520681","0.294972","0.890654","13748.980469","-13996.660156",
"40.492","53307.65625","0.478391","-0.152524","0.731767","13267.048828","-16547.228516",
"40.543","53190.203125","0.524807","-0.23254","1.065331","13223.236328","-16590.458984",
"40.595","51076.21875","0.566065","-0.225625","0.814665","12215.560547","-21950.978516",
"40.647","51076.21875","0.558845","-0.245382","0.868943","12215.560547","-21994.208984",
"40.698","51076.21875","0.521712","-0.285884","0.763348","12215.560547","-26273.978516",
"40.749","50958.765625","0.492831","-0.256248","0.846245","12171.748047","-26273.978516",
"40.802","47435.453125","0.49902","-0.392571","0.666634","11426.945312","-28608.398438",
"40.855","47318.015625","0.539247","-0.454806","0.803809","11383.132812","-28608.398438",
"40.907","43559.796875","0.49902","-0.451842","0.725846","10419.269531","-31158.970703",
"40.958","42267.921875","0.494894","-0.475551","0.518603","10419.269531","-31158.970703",
"41.01","42150.46875","0.427849","-0.496296","0.742623","10419.269531","-33968.921875",
"41.062","34281.71875","0.44951","-0.629655","0.713017","10419.269531","-37297.632812",
"41.113","34164.28125","0.352553","-0.487405","0.666634","10682.140625","-37297.632812",
"41.164","32050.289062","0.325735","-0.813395","1.018948","11207.884766","-39632.050781",
"41.215","31932.84375","0.285508","-0.832164","0.494918","11207.884766","-39632.050781",
"41.266","20305.890625","0.280351","-0.837104","0.472219","14318.537109","-43220.140625",
"41.317","20188.445312","0.238061","-0.886496","0.4436","14318.537109","-43220.140625",
"41.368","15960.460938","0.180299","-0.932925","0.33307","15851.957031","-46548.851562",
"41.419","15843.015625","0.176173","-0.848958","0.383401","15851.957031","-46548.851562",
"41.47","7856.828125","0.151418","-0.921071","0.294582","17429.189453","-48061.902344",
"41.521","7739.382812","0.125632","-0.997135","0.189973","17429.189453","-48061.902344",
"41.572","1397.40625","0.144198","-0.916132","0.188","18699.736328","-49618.179688",
"41.623","1279.960938","0.08231","-1.083078","0.191947","18655.925781","-49618.179688",
"41.674","-1538.695312","0.114286","-0.871678","0.106089","18480.677734","-49877.5625",
"41.724","-1656.140625","0.027643","-1.018868","0.511694","18480.677734","-49877.5625",
"41.775","-3770.132812","0.000825","-0.998123","0.027139","20276.96875","-50655.699219",
"41.826","-3887.578125","0.061681","-0.947743","0.15938","20276.96875","-50655.699219",
"41.877","-6001.570312","-0.119856","-0.915144","0.108063","21591.328125","-50655.699219",
"41.929","-6236.453125","-0.034244","-1.0732","-0.229448","21591.328125","-50655.699219",
"41.98","-19155.296875","-0.028056","-0.878593","0.122866","23387.621094","-52428.132812",
"42.031","-19272.742188","-0.132233","-0.98133","-0.06464","23387.621094","-52428.132812",
"42.083","-20564.625","-0.105415","-0.949718","-0.151485","24964.853516","-52687.511719",
"42.134","-20682.070312","-0.111604","-1.012941","-0.090299","24964.853516","-52644.28125",
"42.185","-27258.929688","-0.171429","-0.864763","-0.125827","25972.529297","-52428.132812",
"42.236","-27376.375","-0.242599","-1.046528","-0.19096","25972.529297","-52428.132812",
"42.287","-30077.585938","-0.174523","-0.955646","-0.171223","26498.271484","-53984.410156",
"42.338","-30195.03125","-0.119856","-0.911192","-0.22254","26498.271484","-53941.179688",
"42.389","-39590.550781","-0.166271","-0.930949","-0.306425","27024.017578","-53725.03125",
"42.44","-39707.996094","-0.100258","-0.892423","-0.319254","27024.017578","-53681.800781",
"42.491","-47694.1875","-0.294172","-0.950706","-0.327149","27286.888672","-52428.132812",
"42.543","-47811.632812","-0.210624","-0.866739","-0.324188","27243.076172","-52384.902344",
"42.594","-48398.851562","-0.267354","-0.7561","-0.472219","26761.146484","-52168.75",
"42.645","-48398.851562","-0.241568","-0.872666","-0.471233","26761.146484","-52125.519531",
"42.696","-46989.523438","-0.294172","-0.784748","-0.515642","28601.248047","-51909.371094",
"42.746","-47106.96875","-0.317896","-0.726465","-0.457416","28601.248047","-51866.140625",
"42.797","-58616.480469","-0.32099","-0.760051","-0.6015","32237.646484","-51433.839844",
"42.848","-58733.925781","-0.382878","-0.827225","-0.521563","32237.646484","-51390.609375",
"42.899","-63079.351562","-0.302424","-0.737331","-0.714991","32763.388672","-49877.5625",
"42.95","-63196.796875","-0.347808","-0.813395","-0.647883","32763.388672","-49834.332031",
"43.002","-68129.445312","-0.308613","-0.574336","-0.612356","34033.933594","-49618.179688",
"43.053","-68246.890625","-0.305518","-0.738319","-0.496891","34033.933594","-49574.949219",
"43.104","-71770.203125","-0.329242","-0.371827","-0.634067","34822.550781","-48061.902344",
"43.155","-71887.65625","-0.333368","-0.656327","-0.621238","34778.738281","-48018.671875",
"43.206","-79169.179688","-0.32821","-0.761039","-0.800849","34296.808594","-47067.609375",
"43.257","-79286.625","-0.254977","-0.427146","-0.834402","34252.996094","-47024.382812",
"43.308","-83514.609375","-0.374626","-0.546676","-0.841311","34033.933594","-45770.710938",
"43.359","-83632.054688","-0.323053","-0.332313","-0.847232","34033.933594","-45727.480469",
"43.41","-90796.132812","-0.409696","-0.409365","-0.620251","35611.167969","-44214.429688",
"43.462","-90913.578125","-0.389067","-0.159439","-0.741636","35611.167969","-44171.199219",
"43.513","-94554.34375","-0.425168","-0.299714","-1.014014","38721.820312","-41663.859375",
"43.564","-94671.789062","-0.391129","-0.237479","-0.9173","38721.820312","-41620.632812",
"43.615","-98077.664062","-0.373595","-0.16833","-0.858087","41832.472656","-40626.339844",
"43.666","-98077.664062","-0.357091","-0.033982","-0.818612","41832.472656","-40583.109375",
"43.717","-105359.195312","-0.338525","-0.198953","-0.968617","41832.472656","-37038.25",
"43.768","-105359.195312","-0.307581","-0.219698","-0.864996","41788.660156","-36995.019531",
"43.819","-109704.617188","-0.242599","0.325595","-1.102832","41569.597656","-36043.960938",
"43.87","-109704.617188","-0.223002","0.059864","-1.051515","41525.785156","-35957.5",
"43.922","-114872.15625","-0.233316","0.227798","-0.771242","41043.855469","-31677.728516",
"43.973","-114872.15625","-0.218876","0.085548","-0.989342","41043.855469","-31634.498047",
"44.024","-117808.257812","-0.199278","0.156673","-0.959736","41043.855469","-30380.830078",
"44.075","-117808.257812","-0.237442","0.241628","-0.889667","41043.855469","-30337.599609",
"44.126","-119217.585938","-0.145642","-0.00731","-0.825521","41569.597656","-28089.638672",
"44.177","-119217.585938","-0.147705","0.164576","-0.944932","41525.785156","-28046.410156",
"44.229","-120039.6875","-0.162145","0.211992","-0.919274","39510.433594","-26792.740234",
"44.28","-120039.6875","-0.146674","0.340413","-0.879799","39510.433594","-26749.509766",
"44.331","-123680.453125","-0.112635","0.298923","-0.813678","39773.308594","-22945.269531",
"44.382","-123563.015625","-0.118824","0.363133","-0.99921","39773.308594","-22902.039062",
"44.433","-122153.6875","-0.103352","0.399684","-0.803809","40561.921875","-20913.458984",
"44.484","-122153.6875","-0.088912","0.386842","-0.862035","40518.109375","-20870.228516",
"44.535","-122858.34375","-0.034244","0.40166","-0.879799","39773.308594","-19616.558594",
"44.586","-122858.34375","-0.039402","0.453028","-0.843284","39729.496094","-19573.330078",
"44.638","-125089.78125","0.038989","0.377951","-0.796901","38721.820312","-17844.128906",
"44.69","-125089.78125","0.115317","0.604169","-0.952827","38678.007812","-17800.898438",
"44.742","-125794.445312","0.2164","0.353255","-0.653804","36136.910156","-16028.46875",
"44.795","-125794.445312","0.218463","0.586387","-1.163032","36093.097656","-15985.240234",
"44.847","-126616.554688","0.336049","0.514274","-0.691306","32763.388672","-13477.900391",
"44.899","-126616.554688","0.282414","0.449076","-0.803809","32675.763672","-13434.669922",
"44.95","-128730.546875","0.425786","0.563667","-0.812691","27024.017578","-11186.708984",
"45.002","-128730.546875","0.417535","0.499457","-0.732754","26936.392578","-11143.480469",
"45.053","-128730.546875","0.482517","0.506372","-0.874864","22599.005859","-8333.529297",
"45.104","-128613.101562","0.457762","0.518226","-0.757426","22555.193359","-8290.300781",
"45.155","-126616.554688","0.452604","0.464882","-0.593605","21328.457031","-7814.77002",
"45.206","-126616.554688","0.517586","0.539959","-0.72782","21284.644531","-7814.77002",
"45.257","-126616.554688","0.553687","0.496493","-0.639001","20276.96875","-8074.149902",
"45.308","-126499.109375","0.494894","0.538971","-0.681437","20233.15625","-8030.92041",
"45.359","-120039.6875","0.556782","0.494517","-0.598539","18217.804688","-6820.47998",
"45.41","-120039.6875","0.595977","0.53008","-0.642949","18173.992188","-6777.249512",
"45.461","-120744.359375","0.634141","0.480688","-0.656765","15851.957031","-5782.960449",
"45.512","-120626.914062","0.673337","0.53008","-0.590644","15808.144531","-5739.72998",
"45.562","-120039.6875","0.65477","0.49353","-0.532419","14581.408203","-4226.680176",
"45.613","-119922.25","0.719752","0.49353","-0.482088","14537.597656","-4183.450195",
"45.664","-117808.257812","0.723878","0.472785","-0.473206","12741.304688","-2194.870117",
"45.715","-117690.8125","0.753791","0.579472","-0.469259","12653.681641","-2151.640137",
"45.766","-111936.054688","0.799175","0.398696","-0.50676","8316.292969","-638.590088",
"45.817","-111818.609375","0.854874","0.492542","-0.445574","8228.667969","-595.360107",
"45.868","-107590.625","0.849716","0.373012","-0.419915","3146.476074","615.079834",
"45.918","-107473.1875","0.847653","0.413514","-0.371558","3058.852051","615.079834",
"45.968","-103127.757812","0.83837","0.373012","-0.331096","-2067.151855","355.699951",
"46.019","-103010.3125","0.93017","0.351279","-0.387348","-2110.963867","355.699951",
"46.069","-99486.992188","0.951831","0.28213","-0.31728","-5966.419922","-163.060059",
