timestamp(ms),Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,
"66.798","0.929139","-0.211795","-0.444587","-3863.443848","-23464.029297","-36184.675781",
"66.849","0.885817","-0.304653","-0.286687","-3863.443848","-23464.029297","-36302.121094",
"66.899","0.844559","-0.20488","-0.645909","-3381.511719","-23464.029297","-47106.96875",
"66.95","0.836307","-0.309592","-0.260041","-3381.511719","-23420.798828","-47341.855469",
"67.001","0.795049","-0.289835","-0.749531","-2855.767578","-23204.648438","-61787.46875",
"67.053","0.825993","-0.152524","-0.640975","-2855.767578","-23204.648438","-61904.910156",
"67.106","0.700155","-0.238467","-0.702161","-1015.663574","-23204.648438","-71182.984375",
"67.159","0.712532","-0.161415","-0.846245","-1015.663574","-23204.648438","-71300.429688",
"67.21","0.60526","-0.300701","-0.698214","780.628418","-23723.410156","-73414.421875",
"67.261","0.575348","-0.115974","-0.835389","780.628418","-23680.179688","-73531.867188",
"67.311","0.485611","-0.239455","-0.911379","3365.536621","-22426.509766","-82809.945312",
"67.362","0.437133","-0.181172","-1.031777","3365.536621","-22383.279297","-83044.828125",
"67.412","0.398969","-0.152524","-0.898549","5994.256348","-21172.839844","-95963.671875",
"67.463","0.211243","-0.031018","-1.083095","5994.256348","-21129.609375","-96081.117188",
"67.514","0.205054","-0.086338","-0.949867","9893.525391","-19357.179688","-103832.421875",
"67.565","0.031769","0.138892","-0.985394","9981.148438","-19270.71875","-103949.867188",
"67.616","0.0328","0.104317","-1.013027","20014.097656","-11143.480469","-115576.820312",
"67.667","-0.086849","0.104317","-0.722886","20057.908203","-11100.25","-115459.375",
"67.718","-0.074471","0.211005","-0.894602","25709.658203","-7555.390137","-111936.054688",
"67.769","-0.102321","0.21792","-0.861048","25709.658203","-7512.159668","-111818.609375",
"67.821","-0.141516","0.158649","-1.028817","27024.017578","-5004.819824","-110409.28125",
"67.874","-0.177617","0.182357","-0.862035","27024.017578","-4961.589844","-110409.28125",
"67.926","-0.125013","0.237677","-1.038685","28075.505859","-4745.439941","-110409.28125",
