timestamp(ms),AccelX,AccelY,AccelZ,Accelx,Accely,Accelz,
"1739557855.185",,"0.791",,,,,
"1739557855.186",,,"-0.595",,,,
"1739557855.188",,,,"-33",,,
"1739557855.189",,,,,"804",,
"1739557855.191",,,,,,"-526",
"1739557855.198","-0.0041",,,,,,
"1739557855.2",,"0.804",,,,,
"1739557855.201",,,"-0.573",,,,
"1739557855.203",,,,"-32",,,
"1739557855.204",,,,,"833",,
"1739557855.206",,,,,,"-463",
"1739557855.213","-0.0037",,,,,,
"1739557855.215",,"0.817",,,,,
"1739557855.216",,,"-0.552",,,,
"1739557855.218",,,,"-31",,,
"1739557855.22",,,,,"818",,
"1739557855.221",,,,,,"-462",
"1739557855.227","-0.0035",,,,,,
"1739557855.229",,"0.827",,,,,
"1739557855.23",,,"-0.539",,,,
"1739557855.232",,,,"-40",,,
"1739557855.234",,,,,"813",,
"1739557855.235",,,,,,"-478",
"1739557855.242","-0.0033",,,,,,
"1739557855.244",,"0.833",,,,,
"1739557855.245",,,"-0.528",,,,
"1739557855.247",,,,"-29",,,
"1739557855.249",,,,,"820",,
"1739557855.25",,,,,,"-453",
"1739557855.257","-0.0029",,,,,,
"1739557855.258",,"0.839",,,,,
"1739557855.26",,,"-0.516",,,,
"1739557855.261",,,,"-18",,,
"1739557855.263",,,,,"824",,
"1739557855.265",,,,,,"-443",
"1739557855.271","-0.0026",,,,,,
"1739557855.272",,"0.846",,,,,
"1739557855.274",,,"-0.5",,,,
"1739557855.275",,,,"-19",,,
"1739557855.277",,,,,"833",,
"1739557855.279",,,,,,"-446",
"1739557855.286","-0.0024",,,,,,
"1739557855.287",,"0.852",,,,,
"1739557855.289",,,"-0.477",,,,
"1739557855.29",,,,"-8",,,
"1739557855.292",,,,,"831",,
"1739557855.293",,,,,,"-390",
"1739557855.3","-0.0018",,,,,,
"1739557855.301",,"0.858",,,,,
"1739557855.303",,,"-0.452",,,,
"1739557855.304",,,,"13",,,
"1739557855.306",,,,,"856",,
"1739557855.308",,,,,,"-384",
"1739557855.315","-0.0014",,,,,,
"1739557855.316",,"0.867",,,,,
"1739557855.318",,,"-0.43",,,,
"1739557855.319",,,,"2",,,
"1739557855.321",,,,,"869",,
"1739557855.322",,,,,,"-377",
"1739557855.33","-0.009",,,,,,
"1739557855.331",,"0.879",,,,,
"1739557855.333",,,"-0.417",,,,
"1739557855.334",,,,"15",,,
"1739557855.336",,,,,"916",,
"1739557855.337",,,,,,"-389",
"1739557855.344","-0.005",,,,,,
"1739557855.345",,"0.887",,,,,
"1739557855.347",,,"-0.41",,,,
"1739557855.348",,,,"8",,,
"1739557855.35",,,,,"919",,
"1739557855.352",,,,,,"-395",
"1739557855.358","0",,,,,,
"1739557855.359",,"0.898",,,,,
"1739557855.361",,,"-0.4",,,,
"1739557855.363",,,,"29",,,
"1739557855.364",,,,,"922",,
"1739557855.366",,,,,,"-363",
"1739557855.372","0.006",,,,,,
"1739557855.373",,"0.907",,,,,
"1739557855.375",,,"-0.384",,,,
"1739557855.376",,,,"17",,,
"1739557855.378",,,,,"911",,
"1739557855.38",,,,,,"-316",
"1739557855.386","0.012",,,,,,
"1739557855.388",,"0.917",,,,,
"1739557855.389",,,"-0.367",,,,
"1739557855.391",,,,"32",,,
"1739557855.393",,,,,"919",,
"1739557855.394",,,,,,"-290",
"1739557855.402","0.016",,,,,,
"1739557855.403",,"0.928",,,,,
"1739557855.405",,,"-0.353",,,,
"1739557855.406",,,,"27",,,
"1739557855.408",,,,,"927",,
"1739557855.41",,,,,,"-296",
"1739557855.416","0.023",,,,,,
"1739557855.417",,"0.938",,,,,
"1739557855.419",,,"-0.336",,,,
"1739557855.42",,,,"42",,,
"1739557855.422",,,,,"934",,
"1739557855.424",,,,,,"-279",
"1739557855.43","0.026",,,,,,
"1739557855.431",,"0.947",,,,,
"1739557855.433",,,"-0.326",,,,
"1739557855.434",,,,"22",,,
"1739557855.436",,,,,"927",,
"1739557855.438",,,,,,"-285",
"1739557855.444","0.025",,,,,,
"1739557855.446",,"0.954",,,,,
"1739557855.447",,,"-0.313",,,,
"1739557855.448",,,,"6",,,
"1739557855.45",,,,,"919",,
"1739557855.451",,,,,,"-259",
"1739557855.457","0.025",,,,,,
"1739557855.459",,"0.959",,,,,
"1739557855.46",,,"-0.298",,,,
"1739557855.462",,,,"2",,,
"1739557855.464",,,,,"925",,
"1739557855.465",,,,,,"-222",
"1739557855.472","0.024",,,,,,
"1739557855.474",,"0.959",,,,,
"1739557855.475",,,"-0.276",,,,
"1739557855.477",,,,"10",,,
"1739557855.478",,,,,"916",,
"1739557855.481",,,,,,"-174",
"1739557855.486","0.026",,,,,,
"1739557855.488",,"0.958",,,,,
"1739557855.489",,,"-0.252",,,,
"1739557855.491",,,,"21",,,
"1739557855.492",,,,,"911",,
"1739557855.494",,,,,,"-156",
"1739557855.501","0.026",,,,,,
"1739557855.503",,"0.958",,,,,
"1739557855.504",,,"-0.229",,,,
"1739557855.506",,,,"33",,,
"1739557855.507",,,,,"919",,
"1739557855.509",,,,,,"-134",
"1739557855.515","0.029",,,,,,
"1739557855.517",,"0.959",,,,,
"1739557855.518",,,"-0.211",,,,
"1739557855.52",,,,"47",,,
"1739557855.522",,,,,"916",,
"1739557855.523",,,,,,"-133",
"1739557855.529","0.031",,,,,,
"1739557855.531",,"0.958",,,,,
"1739557855.532",,,"-0.193",,,,
"1739557855.534",,,,"54",,,
"1739557855.535",,,,,"916",,
"1739557855.537",,,,,,"-111",
"1739557855.543","0.033",,,,,,
"1739557855.545",,"0.959",,,,,
"1739557855.546",,,"-0.175",,,,
"1739557855.548",,,,"43",,,
"1739557855.55",,,,,"936",,
"1739557855.551",,,,,,"-119",
"1739557855.557","0.034",,,,,,
"1739557855.559",,"0.961",,,,,
"1739557855.56",,,"-0.164",,,,
"1739557855.562",,,,"55",,,
"1739557855.564",,,,,"953",,
"1739557855.565",,,,,,"-163",
"1739557855.573","0.037",,,,,,
"1739557855.574",,"0.966",,,,,
"1739557855.576",,,"-0.157",,,,
"1739557855.577",,,,"47",,,
"1739557855.579",,,,,"972",,
"1739557855.58",,,,,,"-222",
"1739557855.586","0.041",,,,,,
"1739557855.588",,"0.971",,,,,
"1739557855.589",,,"-0.151",,,,
"1739557855.591",,,,"51",,,
"1739557855.593",,,,,"969",,
"1739557855.594",,,,,,"-193",
"1739557855.601","0.047",,,,,,
"1739557855.602",,"0.973",,,,,
"1739557855.604",,,"-0.141",,,,
"1739557855.606",,,,"62",,,
"1739557855.607",,,,,"947",,
"1739557855.609",,,,,,"-120",
"1739557855.616","0.053",,,,,,
"1739557855.617",,"0.974",,,,,
"1739557855.619",,,"-0.126",,,,
"1739557855.62",,,,"72",,,
"1739557855.622",,,,,"928",,
"1739557855.623",,,,,,"-32",
"1739557855.63","0.057",,,,,,
"1739557855.631",,"0.976",,,,,
"1739557855.633",,,"-0.111",,,,
"1739557855.634",,,,"56",,,
"1739557855.636",,,,,"928",,
"1739557855.637",,,,,,"-6",
"1739557855.645","0.059",,,,,,
"1739557855.646",,"0.976",,,,,
"1739557855.648",,,"-0.0095",,,,
"1739557855.649",,,,"55",,,
"1739557855.651",,,,,"923",,
"1739557855.653",,,,,,"34",
"1739557855.66","0.061",,,,,,
"1739557855.661",,"0.975",,,,,
"1739557855.663",,,"-0.0074",,,,
"1739557855.664",,,,"67",,,
"1739557855.666",,,,,"904",,
"1739557855.668",,,,,,"76",
"1739557855.673","0.065",,,,,,
"1739557855.675",,"0.974",,,,,
"1739557855.676",,,"-0.0057",,,,
"1739557855.678",,,,"91",,,
"1739557855.68",,,,,"904",,
"1739557855.681",,,,,,"61",
"1739557855.688","0.072",,,,,,
"1739557855.689",,"0.973",,,,,
"1739557855.691",,,"-0.0041",,,,
"1739557855.693",,,,"111",,,
"1739557855.694",,,,,"931",,
"1739557855.696",,,,,,"41",
"1739557855.702","0.076",,,,,,
"1739557855.703",,"0.976",,,,,
"1739557855.705",,,"-0.0026",,,,
"1739557855.707",,,,"102",,,
"1739557855.708",,,,,"977",,
"1739557855.71",,,,,,"-18",
"1739557855.716","0.082",,,,,,
"1739557855.717",,"0.977",,,,,
"1739557855.719",,,"-0.009",,,,
"1739557855.721",,,,"100",,,
"1739557855.722",,,,,"987",,
"1739557855.724",,,,,,"-49",
"1739557855.73","0.088",,,,,,
"1739557855.732",,"0.979",,,,,
"1739557855.733",,,"0.006",,,,
"1739557855.735",,,,"117",,,
"1739557855.736",,,,,"990",,
"1739557855.738",,,,,,"-31",
"1739557855.744","0.092",,,,,,
"1739557855.746",,"0.981",,,,,
"1739557855.747",,,"0.021",,,,
"1739557855.749",,,,"104",,,
"1739557855.75",,,,,"965",,
"1739557855.752",,,,,,"28",
"1739557855.758","0.093",,,,,,
"1739557855.76",,"0.982",,,,,
"1739557855.761",,,"0.034",,,,
"1739557855.763",,,,"82",,,
"1739557855.764",,,,,"941",,
"1739557855.766",,,,,,"96",
"1739557855.772","0.096",,,,,,
"1739557855.774",,"0.981",,,,,
"1739557855.775",,,"0.044",,,,
"1739557855.777",,,,"84",,,
"1739557855.778",,,,,"920",,
"1739557855.78",,,,,,"96",
"1739557855.786","0.101",,,,,,
"1739557855.788",,"0.982",,,,,
"1739557855.789",,,"0.048",,,,
"1739557855.791",,,,"101",,,
"1739557855.793",,,,,"924",,
"1739557855.794",,,,,,"72",
"1739557855.8","0.106",,,,,,
"1739557855.802",,"0.989",,,,,
"1739557855.803",,,"0.041",,,,
"1739557855.805",,,,"119",,,
"1739557855.807",,,,,"975",,
"1739557855.808",,,,,,"6",
"1739557855.814","0.111",,,,,,
"1739557855.816",,"0.997",,,,,
"1739557855.817",,,"0.037",,,,
"1739557855.819",,,,"137",,,
"1739557855.821",,,,,"990",,
"1739557855.822",,,,,,"18",
"1739557855.829","0.114",,,,,,
"1739557855.831",,"1.001",,,,,
"1739557855.832",,,"0.039",,,,
"1739557855.834",,,,"146",,,
"1739557855.836",,,,,"973",,
"1739557855.837",,,,,,"68",
"1739557855.844","0.116",,,,,,
"1739557855.845",,"0.998",,,,,
"1739557855.847",,,"0.053",,,,
"1739557855.848",,,,"125",,,
"1739557855.85",,,,,"938",,
"1739557855.852",,,,,,"118",
"1739557855.858","0.12",,,,,,
"1739557855.859",,"0.992",,,,,
"1739557855.86",,,"0.072",,,,
"1739557855.863",,,,"136",,,
"1739557855.864",,,,,"928",,
"1739557855.865",,,,,,"140",
"1739557855.873","0.122",,,,,,
"1739557855.874",,"0.986",,,,,
"1739557855.875",,,"0.09",,,,
"1739557855.877",,,,"139",,,
"1739557855.879",,,,,"931",,
"1739557855.88",,,,,,"149",
"1739557855.886","0.126",,,,,,
"1739557855.888",,"0.985",,,,,
"1739557855.889",,,"0.102",,,,
"1739557855.891",,,,"146",,,
"1739557855.892",,,,,"958",,
"1739557855.894",,,,,,"146",
"1739557855.9","0.132",,,,,,
"1739557855.902",,"0.987",,,,,
"1739557855.903",,,"0.106",,,,
"1739557855.905",,,,"139",,,
"1739557855.907",,,,,"962",,
"1739557855.908",,,,,,"135",
"1739557855.915","0.137",,,,,,
"1739557855.916",,"0.991",,,,,
"1739557855.918",,,"0.11",,,,
"1739557855.919",,,,"133",,,
"1739557855.921",,,,,"963",,
"1739557855.923",,,,,,"137",
"1739557855.929","0.14",,,,,,
"1739557855.93",,"0.995",,,,,
"1739557855.932",,,"0.117",,,,
"1739557855.933",,,,"129",,,
"1739557855.935",,,,,"961",,
"1739557855.937",,,,,,"144",
"1739557855.944","0.142",,,,,,
"1739557855.945",,"0.993",,,,,
"1739557855.947",,,"0.132",,,,
"1739557855.949",,,,"144",,,
"1739557855.95",,,,,"953",,
"1739557855.952",,,,,,"159",
"1739557855.958","0.146",,,,,,
"1739557855.959",,"0.989",,,,,
"1739557855.961",,,"0.145",,,,
"1739557855.963",,,,"170",,,
"1739557855.964",,,,,"950",,
"1739557855.966",,,,,,"145",
"1739557855.972","0.149",,,,,,
"1739557855.974",,"0.987",,,,,
"1739557855.975",,,"0.158",,,,
"1739557855.977",,,,"177",,,
"1739557855.978",,,,,"950",,
"1739557855.98",,,,,,"202",
"1739557855.986","0.153",,,,,,
"1739557855.988",,"0.987",,,,,
"1739557855.989",,,"0.17",,,,
"1739557855.991",,,,"164",,,
"1739557855.992",,,,,"944",,
"1739557855.994",,,,,,"238",
"1739557856","0.154",,,,,,
"1739557856.002",,"0.989",,,,,
"1739557856.003",,,"0.182",,,,
"1739557856.005",,,,"155",,,
"1739557856.006",,,,,"948",,
"1739557856.008",,,,,,"260",
"1739557856.015","0.156",,,,,,
"1739557856.017",,"0.99",,,,,
"1739557856.018",,,"0.194",,,,
"1739557856.02",,,,"153",,,
"1739557856.021",,,,,"940",,
"1739557856.023",,,,,,"262",
"1739557856.029","0.156",,,,,,
"1739557856.03",,"0.987",,,,,
"1739557856.032",,,"0.23",,,,
"1739557856.033",,,,"151",,,
"1739557856.035",,,,,"928",,
"1739557856.037",,,,,,"507",
"1739557856.043","0.157",,,,,,
"1739557856.044",,"0.985",,,,,
"1739557856.046",,,"0.24",,,,
"1739557856.047",,,,"150",,,
"1739557856.049",,,,,"937",,
"1739557856.051",,,,,,"233",
"1739557856.057","0.161",,,,,,
"1739557856.059",,"0.982",,,,,
"1739557856.06",,,"0.246",,,,
"1739557856.062",,,,"171",,,
"1739557856.064",,,,,"939",,
"1739557856.065",,,,,,"205",
"1739557856.071","0.165",,,,,,
"1739557856.072",,"0.98",,,,,
"1739557856.074",,,"0.252",,,,
"1739557856.076",,,,"165",,,
"1739557856.077",,,,,"935",,
"1739557856.079",,,,,,"204",
"1739557856.085","0.166",,,,,,
"1739557856.087",,"0.976",,,,,
"1739557856.088",,,"0.261",,,,
"1739557856.09",,,,"155",,,
"1739557856.091",,,,,"913",,
"1739557856.093",,,,,,"241",
"1739557856.099","0.165",,,,,,
"1739557856.1",,"0.97",,,,,
"1739557856.102",,,"0.276",,,,
"1739557856.103",,,,"157",,,
"1739557856.105",,,,,"890",,
"1739557856.107",,,,,,"299",
"1739557856.113","0.163",,,,,,
"1739557856.114",,"0.964",,,,,
"1739557856.116",,,"0.285",,,,
"1739557856.117",,,,"157",,,
"1739557856.119",,,,,"891",,
"1739557856.121",,,,,,"288",
"1739557856.127","0.16",,,,,,
"1739557856.129",,"0.958",,,,,
"1739557856.13",,,"0.291",,,,
"1739557856.131",,,,"137",,,
"1739557856.133",,,,,"882",,
"1739557856.135",,,,,,"307",
"1739557856.14","0.159",,,,,,
"1739557856.142",,"0.951",,,,,
"1739557856.143",,,"0.297",,,,
"1739557856.145",,,,"146",,,
"1739557856.147",,,,,"880",,
"1739557856.148",,,,,,"319",
"1739557856.155","0.157",,,,,,
"1739557856.156",,"0.943",,,,,
"1739557856.158",,,"0.309",,,,
"1739557856.159",,,,"129",,,
"1739557856.161",,,,,"866",,
"1739557856.163",,,,,,"376",
"1739557856.169","0.154",,,,,,
"1739557856.17",,"0.937",,,,,
"1739557856.172",,,"0.296",,,,
"1739557856.173",,,,"121",,,
"1739557856.175",,,,,"862",,
"1739557856.177",,,,,,"381",
"1739557856.183","0.15",,,,,,
"1739557856.184",,"0.931",,,,,
"1739557856.186",,,"0.306",,,,
"1739557856.188",,,,"110",,,
"1739557856.189",,,,,"875",,
"1739557856.191",,,,,,"331",
"1739557856.197","0.146",,,,,,
"1739557856.198",,"0.927",,,,,
"1739557856.2",,,"0.314",,,,
"1739557856.202",,,,"131",,,
"1739557856.203",,,,,"902",,
"1739557856.205",,,,,,"281",
"1739557856.211","0.143",,,,,,
"1739557856.212",,"0.923",,,,,
"1739557856.214",,,"0.322",,,,
"1739557856.215",,,,"139",,,
"1739557856.217",,,,,"898",,
"1739557856.218",,,,,,"290",
"1739557856.225","0.143",,,,,,
"1739557856.227",,"0.92",,,,,
"1739557856.228",,,"0.331",,,,
"1739557856.23",,,,"152",,,
"1739557856.231",,,,,"879",,
"1739557856.233",,,,,,"329",
"1739557856.239","0.143",,,,,,
"1739557856.241",,"0.919",,,,,
"1739557856.242",,,"0.334",,,,
"1739557856.244",,,,"157",,,
"1739557856.245",,,,,"880",,
"1739557856.247",,,,,,"331",
"1739557856.254","0.141",,,,,,
"1739557856.255",,"0.918",,,,,
"1739557856.256",,,"0.339",,,,
"1739557856.258",,,,"141",,,
"1739557856.26",,,,,"884",,
"1739557856.261",,,,,,"336",
"1739557856.268","0.142",,,,,,
"1739557856.269",,"0.916",,,,,
"1739557856.271",,,"0.342",,,,
"1739557856.272",,,,"150",,,
"1739557856.274",,,,,"862",,
"1739557856.276",,,,,,"337",
"1739557856.282","0.142",,,,,,
"1739557856.283",,"0.913",,,,,
"1739557856.285",,,"0.346",,,,
"1739557856.286",,,,"138",,,
"1739557856.288",,,,,"849",,
"1739557856.29",,,,,,"361",
"1739557856.296","0.143",,,,,,
"1739557856.298",,"0.913",,,,,
"1739557856.299",,,"0.346",,,,
"1739557856.301",,,,"142",,,
"1739557856.302",,,,,"869",,
"1739557856.304",,,,,,"370",
"1739557856.311","0.147",,,,,,
"1739557856.312",,"0.916",,,,,
"1739557856.313",,,"0.347",,,,
"1739557856.316",,,,"165",,,
"1739557856.317",,,,,"890",,
"1739557856.318",,,,,,"395",
"1739557856.324","0.153",,,,,,
"1739557856.326",,"0.918",,,,,
"1739557856.327",,,"0.354",,,,
"1739557856.329",,,,"169",,,
"1739557856.331",,,,,"895",,
"1739557856.332",,,,,,"401",
"1739557856.339","0.156",,,,,,
"1739557856.341",,"0.918",,,,,
"1739557856.342",,,"0.366",,,,
"1739557856.344",,,,"157",,,
"1739557856.346",,,,,"900",,
"1739557856.347",,,,,,"405",
"1739557856.353","0.158",,,,,,
"1739557856.355",,"0.92",,,,,
"1739557856.356",,,"0.375",,,,
"1739557856.358",,,,"162",,,
"1739557856.36",,,,,"915",,
"1739557856.361",,,,,,"378",
"1739557856.368","0.159",,,,,,
"1739557856.37",,"0.922",,,,,
"1739557856.371",,,"0.378",,,,
"1739557856.373",,,,"163",,,
"1739557856.374",,,,,"905",,
"1739557856.376",,,,,,"361",
"1739557856.383","0.159",,,,,,
"1739557856.384",,"0.923",,,,,
"1739557856.385",,,"0.383",,,,
"1739557856.387",,,,"159",,,
"1739557856.389",,,,,"890",,
"1739557856.391",,,,,,"377",
"1739557856.397","0.16",,,,,,
"1739557856.398",,"0.922",,,,,
"1739557856.4",,,"0.388",,,,
"1739557856.401",,,,"146",,,
"1739557856.403",,,,,"873",,
"1739557856.404",,,,,,"386",
"1739557856.411","0.16",,,,,,
"1739557856.413",,"0.925",,,,,
"1739557856.414",,,"0.394",,,,
"1739557856.416",,,,"149",,,
"1739557856.418",,,,,"887",,
"1739557856.419",,,,,,"393",
"1739557856.426","0.161",,,,,,
"1739557856.427",,"0.93",,,,,
"1739557856.429",,,"0.395",,,,
"1739557856.431",,,,"148",,,
"1739557856.432",,,,,"903",,
"1739557856.434",,,,,,"379",
"1739557856.44","0.162",,,,,,
"1739557856.441",,"0.935",,,,,
"1739557856.443",,,"0.397",,,,
"1739557856.444",,,,"156",,,
"1739557856.446",,,,,"916",,
"1739557856.448",,,,,,"391",
"1739557856.455","0.163",,,,,,
"1739557856.456",,"0.938",,,,,
"1739557856.458",,,"0.399",,,,
"1739557856.459",,,,"169",,,
"1739557856.461",,,,,"925",,
"1739557856.463",,,,,,"409",
"1739557856.469","0.163",,,,,,
"1739557856.471",,"0.944",,,,,
"1739557856.472",,,"0.397",,,,
"1739557856.473",,,,"176",,,
"1739557856.475",,,,,"951",,
"1739557856.477",,,,,,"384",
"1739557856.483","0.165",,,,,,
"1739557856.485",,"0.951",,,,,
"1739557856.486",,,"0.393",,,,
"1739557856.488",,,,"169",,,
"1739557856.489",,,,,"970",,
"1739557856.491",,,,,,"367",
"1739557856.497","0.163",,,,,,
"1739557856.499",,"0.956",,,,,
"1739557856.5",,,"0.391",,,,
"1739557856.502",,,,"148",,,
"1739557856.503",,,,,"972",,
"1739557856.505",,,,,,"353",
"1739557856.511","0.162",,,,,,
"1739557856.512",,"0.962",,,,,
"1739557856.514",,,"0.39",,,,
"1739557856.515",,,,"151",,,
"1739557856.517",,,,,"960",,
"1739557856.519",,,,,,"348",
"1739557856.526","0.16",,,,,,
"1739557856.528",,"0.967",,,,,
"1739557856.529",,,"0.387",,,,
"1739557856.531",,,,"138",,,
"1739557856.532",,,,,"943",,
"1739557856.534",,,,,,"349",
"1739557856.54","0.161",,,,,,
"1739557856.542",,"0.975",,,,,
"1739557856.543",,,"0.38",,,,
"1739557856.545",,,,"155",,,
"1739557856.546",,,,,"951",,
"1739557856.548",,,,,,"319",
"1739557856.554","0.161",,,,,,
"1739557856.556",,"0.984",,,,,
"1739557856.557",,,"0.369",,,,
"1739557856.559",,,,"149",,,
"1739557856.561",,,,,"974",,
"1739557856.562",,,,,,"285",
"1739557856.569","0.164",,,,,,
"1739557856.57",,"0.993",,,,,
"1739557856.571",,,"0.357",,,,
"1739557856.573",,,,"178",,,
"1739557856.575",,,,,"996",,
"1739557856.576",,,,,,"257",
"1739557856.582","0.167",,,,,,
"1739557856.584",,"1.002",,,,,
"1739557856.585",,,"0.341",,,,
"1739557856.587",,,,"188",,,
"1739557856.589",,,,,"1001",,
"1739557856.59",,,,,,"235",
"1739557856.597","0.166",,,,,,
"1739557856.599",,"1.01",,,,,
"1739557856.6",,,"0.318",,,,
"1739557856.602",,,,"158",,,
"1739557856.604",,,,,"1010",,
"1739557856.605",,,,,,"176",
"1739557856.612","0.162",,,,,,
"1739557856.613",,"1.014",,,,,
"1739557856.615",,,"0.294",,,,
"1739557856.616",,,,"137",,,
"1739557856.618",,,,,"989",,
"1739557856.62",,,,,,"147",
"1739557856.626","0.156",,,,,,
"1739557856.627",,"1.015",,,,,
"1739557856.628",,,"0.269",,,,
"1739557856.63",,,,"108",,,
"1739557856.632",,,,,"986",,
"1739557856.633",,,,,,"108",
"1739557856.64","0.149",,,,,,
"1739557856.641",,"1.015",,,,,
"1739557856.643",,,"0.24",,,,
"1739557856.644",,,,"81",,,
"1739557856.646",,,,,"968",,
"1739557856.647",,,,,,"68",
"1739557856.653","0.144",,,,,,
"1739557856.655",,"1.016",,,,,
"1739557856.656",,,"0.209",,,,
"1739557856.658",,,,"96",,,
"1739557856.659",,,,,"973",,
"1739557856.661",,,,,,"40",
"1739557856.668","0.143",,,,,,
"1739557856.669",,"1.021",,,,,
"1739557856.671",,,"0.175",,,,
"1739557856.672",,,,"133",,,
"1739557856.674",,,,,"991",,
"1739557856.675",,,,,,"8",
"1739557856.682","0.143",,,,,,
"1739557856.683",,"1.026",,,,,
"1739557856.685",,,"0.144",,,,
"1739557856.687",,,,"153",,,
"1739557856.688",,,,,"1001",,
"1739557856.69",,,,,,"7",
"1739557856.696","0.141",,,,,,
"1739557856.697",,"1.028",,,,,
"1739557856.699",,,"0.114",,,,
"1739557856.701",,,,"131",,,
"1739557856.702",,,,,"988",,
"1739557856.704",,,,,,"-17",
"1739557856.711","0.132",,,,,,
"1739557856.712",,"1.023",,,,,
"1739557856.714",,,"0.085",,,,
"1739557856.715",,,,"89",,,
"1739557856.717",,,,,"947",,
"1739557856.719",,,,,,"-30",
"1739557856.725","0.12",,,,,,
"1739557856.727",,"1.015",,,,,
"1739557856.728",,,"0.054",,,,
"1739557856.73",,,,"64",,,
"1739557856.731",,,,,"928",,
"1739557856.733",,,,,,"-72",
"1739557856.739","0.112",,,,,,
"1739557856.74",,"1.009",,,,,
"1739557856.742",,,"0.024",,,,
"1739557856.743",,,,"84",,,
"1739557856.745",,,,,"946",,
"1739557856.747",,,,,,"-123",
"1739557856.753","0.11",,,,,,
"1739557856.754",,"1.006",,,,,
"1739557856.756",,,"-0.006",,,,
"1739557856.758",,,,"108",,,
"1739557856.759",,,,,"955",,
"1739557856.761",,,,,,"-164",
"1739557856.767","0.109",,,,,,
"1739557856.769",,"1.002",,,,,
"1739557856.77",,,"-0.0034",,,,
"1739557856.773",,,,"103",,,
"1739557856.774",,,,,"946",,
"1739557856.775",,,,,,"-179",
"1739557856.782","0.109",,,,,,
"1739557856.784",,"0.997",,,,,
"1739557856.785",,,"-0.0068",,,,
"1739557856.787",,,,"81",,,
"1739557856.789",,,,,"919",,
"1739557856.79",,,,,,"-272",
"1739557856.796","0.104",,,,,,
"1739557856.798",,"0.989",,,,,
"1739557856.799",,,"-0.103",,,,
"1739557856.801",,,,"41",,,
"1739557856.803",,,,,"894",,
"1739557856.804",,,,,,"-310",
"1739557856.811","0.094",,,,,,
"1739557856.813",,"0.976",,,,,
"1739557856.814",,,"-0.137",,,,
"1739557856.815",,,,"37",,,
"1739557856.817",,,,,"860",,
"1739557856.819",,,,,,"-330",
"1739557856.825","0.081",,,,,,
"1739557856.827",,"0.957",,,,,
"1739557856.828",,,"-0.172",,,,
"1739557856.83",,,,"26",,,
"1739557856.832",,,,,"810",,
"1739557856.833",,,,,,"-341",
"1739557856.84","0.073",,,,,,
"1739557856.841",,"0.94",,,,,
"1739557856.843",,,"-0.206",,,,
"1739557856.844",,,,"50",,,
"1739557856.846",,,,,"822",,
"1739557856.848",,,,,,"-356",
"1739557856.854","0.071",,,,,,
"1739557856.856",,"0.929",,,,,
"1739557856.857",,,"-0.24",,,,
"1739557856.859",,,,"66",,,
"1739557856.861",,,,,"834",,
"1739557856.862",,,,,,"-369",
"1739557856.869","0.07",,,,,,
"1739557856.87",,"0.919",,,,,
"1739557856.872",,,"-0.27",,,,
"1739557856.873",,,,"59",,,
"1739557856.875",,,,,"833",,
"1739557856.876",,,,,,"-376",
"1739557856.883","0.066",,,,,,
"1739557856.885",,"0.909",,,,,
"1739557856.886",,,"-0.297",,,,
"1739557856.888",,,,"38",,,
"1739557856.889",,,,,"841",,
"1739557856.891",,,,,,"-391",
"1739557856.898","0.057",,,,,,
"1739557856.899",,"0.895",,,,,
"1739557856.901",,,"-0.323",,,,
"1739557856.902",,,,"25",,,
"1739557856.904",,,,,"823",,
"1739557856.906",,,,,,"-427",
"1739557856.912","0.049",,,,,,
"1739557856.913",,"0.881",,,,,
"1739557856.915",,,"-0.351",,,,
"1739557856.916",,,,"21",,,
"1739557856.918",,,,,"804",,
"1739557856.92",,,,,,"-458",
"1739557856.927","0.044",,,,,,
"1739557856.928",,"0.867",,,,,
"1739557856.93",,,"-0.376",,,,
"1739557856.931",,,,"31",,,
"1739557856.933",,,,,"776",,
"1739557856.935",,,,,,"-517",
"1739557856.941","0.042",,,,,,
"1739557856.942",,"0.85",,,,,
"1739557856.944",,,"-0.407",,,,
"1739557856.945",,,,"23",,,
"1739557856.947",,,,,"729",,
"1739557856.949",,,,,,"-628",
"1739557856.955","0.042",,,,,,
"1739557856.956",,"0.836",,,,,
"1739557856.958",,,"-0.439",,,,
"1739557856.959",,,,"37",,,
"1739557856.962",,,,,"718",,
"1739557856.963",,,,,,"-641",
"1739557856.969","0.043",,,,,,
"1739557856.97",,"0.83",,,,,
"1739557856.972",,,"-0.468",,,,
"1739557856.973",,,,"31",,,
"1739557856.975",,,,,"750",,
"1739557856.977",,,,,,"-633",
"1739557856.983","0.04",,,,,,
"1739557856.985",,"0.823",,,,,
"1739557856.986",,,"-0.496",,,,
"1739557856.988",,,,"22",,,
"1739557856.989",,,,,"750",,
"1739557856.991",,,,,,"-635",
"1739557856.998","0.036",,,,,,
"1739557857",,"0.814",,,,,
"1739557857.002",,,"-0.52",,,,
"1739557857.003",,,,"28",,,
"1739557857.004",,,,,"739",,
"1739557857.006",,,,,,"-613",
"1739557857.012","0.033",,,,,,
"1739557857.014",,"0.802",,,,,
"1739557857.015",,,"-0.544",,,,
"1739557857.017",,,,"29",,,
"1739557857.018",,,,,"720",,
"1739557857.02",,,,,,"-617",
"1739557857.026","0.033",,,,,,
